bill_updage_count,paid_flg,payway,region,selling_method,arrears_count,identified_doc,entry_age,contract_type,id,domain,campaign,pref,amount,arrears_at,customer_rank,career,sex,age
,,2,C,1,,1,50,1,942074025,0,L,22,,,,11,2,57
,,2,C,1,,99,42,1,516303095,0,0,3,,,,#,1,51
1,0,4,T,1,0,1,29,1,951667092,0,a,**,500,99,100,11,2,37
,,4,H,1,,1,55,1,990477735,0,L,**,,,,#,1,16
,,4,T,1,,1,35,1,974110071,0,L,13,,,,12,2,39
,,90,T,1,,1,47,1,991233229,0,L,11,,,,12,2,48
,,4,Q,1,,1,29,1,986992387,0,L,**,,,,12,2,30
,,4,K,1,,1,24,1,263469567,0,a,**,,,,12,1,24
,,2,T,1,,1,999,2,966121681,0,L,20,,,,12,#,0
,,2,N,1,,1,55,1,804361566,0,L,34,,,,#,2,64
0,0,2,T,1,0,1,33,1,992472615,0,L,**,2052,99,20,#,1,13
,,2,T,51,,99,999,2,615492631,0,#,27,,,,#,#,0
,,4,T,51,,16,999,2,967735337,0,#,**,,,,#,#,0
,,4,C,1,,1,38,1,983523171,0,L,**,,,,12,2,39
,,4,R,1,,10,34,1,700488881,0,L,18,,,,#,1,50
,,4,H,1,,99,33,1,949685487,0,L,4,,,,#,2,38
,,4,T,#,,27,40,1,993041781,0,9,13,,,,#,1,43
,,4,S,1,,1,45,1,946360023,0,L,**,,,,11,2,51
,,4,T,1,,10,43,1,963453685,0,L,13,,,,11,2,45
,,3,T,#,,1,47,1,963720920,0,#,**,,,,#,2,51
,,4,T,1,,99,49,1,945759976,0,R,13,,,,#,1,55
,,90,T,#,,2,999,2,973419061,320,#,13,,,,#,#,0
,,4,T,1,,1,78,1,982719511,0,R,34,,,,11,1,80
0,0,4,T,1,0,8,12,1,972054508,0,L,13,1556,99,20,#,2,15
,,1,T,#,,99,32,1,993870036,1510,#,13,,,,#,#,0
,,4,Q,1,,99,35,1,972655666,0,a,40,,,,#,1,11
,,2,T,1,,1,65,1,953704395,0,L,13,,,,#,1,69
,,2,T,1,,1,20,1,949189005,0,L,**,,,,11,2,25
,,4,Q,1,,1,30,1,993606654,0,L,40,,,,#,1,32
,,2,K,1,,21,61,1,978561095,500,L,27,,,,16,2,63
,,1,T,1,,1,999,2,949793933,0,L,24,,,,#,#,0
,,2,K,1,,1,26,1,615075764,0,a,27,,,,#,2,40
,,90,T,51,,3,999,2,993342298,0,#,13,,,,#,#,0
,,90,T,51,,3,999,2,980113285,0,#,27,,,,#,#,0
,,4,T,1,,1,52,1,326360148,0,L,22,,,,#,1,62
,,4,D,1,,1,29,1,956536446,0,L,**,,,,11,2,33
,,4,K,1,,1,59,1,969471990,0,M,**,,,,#,2,61
,,4,T,1,,1,41,1,993609019,0,R,13,,,,#,2,44
1,0,2,T,1,0,21,47,1,984605158,0,L,11,242,99,30,12,2,49
,,1,T,51,,3,999,2,240166405,0,9,13,,,,#,#,0
,,2,T,1,,1,44,1,961049751,0,L,12,,,,11,1,48
,,4,T,1,,6,29,1,944846934,0,L,14,,,,11,2,36
,,2,N,#,,1,40,1,967317588,0,#,33,,,,#,2,42
,,2,T,1,,6,59,1,994744949,500,L,13,,,,11,2,62
,,4,T,1,,1,65,1,969990949,0,L,13,,,,11,2,66
,,2,T,1,,1,40,1,943593986,0,L,20,,,,#,2,45
,,4,K,1,,1,57,1,986288627,0,R,**,,,,16,1,59
,,2,T,#,,1,32,1,959591088,0,#,**,,,,#,1,66
1,0,4,Q,1,0,1,34,1,306681331,0,L,40,2960,99,90,12,1,44
,,4,D,61,,10,51,1,958518478,0,P,**,,,,11,2,56
,,2,C,1,,1,63,1,515911473,0,0,**,,,,#,1,71
,0,4,T,1,,1,24,1,255215987,0,a,**,720,,,12,1,24
,,2,Q,1,,1,36,1,966353261,0,M,43,,,,#,1,39
0,0,4,T,1,0,1,33,1,959668088,0,L,17,302,99,100,#,1,38
,,4,T,1,,1,21,1,988613637,0,L,**,,,,12,2,22
,,2,T,1,,1,55,1,978678289,0,L,23,,,,#,1,57
,,4,C,#,,1,44,1,270630030,500,9,23,,,,#,2,44
,0,4,T,1,,1,46,1,326388479,0,L,**,1380,,,11,1,23
,,2,Q,1,,1,57,1,903414128,0,L,40,,,,#,1,73
,,2,K,1,,26,28,1,965917155,0,L,14,,,,11,2,32
,,4,Q,#,,1,31,1,254156741,500,9,40,,,,#,2,31
,,2,H,1,,1,63,1,244880393,0,R,4,,,,#,1,65
,,4,T,1,,1,32,1,972425845,0,L,**,,,,11,1,34
,,2,T,1,,1,24,1,958702797,0,L,12,,,,#,2,26
0,0,2,T,0,0,8,42,1,324712313,0,0,13,432,99,90,#,2,56
,,2,Q,1,,1,33,1,968506268,0,L,45,,,,#,2,36
0,1,3,T,1,3,8,21,1,305683752,0,L,11,302,10,100,#,2,36
,,3,H,1,,1,30,1,975758934,0,L,**,,,,#,2,32
,,4,K,1,,1,55,1,979146822,0,L,**,,,,11,1,58
,,4,T,1,,1,54,1,948517922,0,L,**,,,,#,1,60
0,0,4,T,1,0,6,47,1,244861006,0,L,13,120,99,70,12,2,47
,,4,C,#,,1,28,1,979398466,10,#,23,,,,#,2,30
,,4,T,1,,1,52,1,995353384,500,L,**,,,,12,1,53
,,2,C,1,,1,53,1,949332303,0,a,24,,,,#,1,60
1,0,2,S,1,0,99,24,1,400110548,0,L,38,990,99,100,#,2,44
,,4,N,1,,1,19,1,800926003,0,a,34,,,,#,1,40
,,4,T,1,,1,25,1,940866414,0,L,**,,,,#,2,29
,,2,C,1,,1,55,1,500339762,0,L,23,,,,#,1,76
,,4,C,1,,1,33,1,252757492,0,L,23,,,,#,2,9
,,2,T,1,,99,23,1,326003009,0,L,10,,,,#,1,35
,,2,C,1,,17,20,1,953528110,0,L,21,,,,11,1,26
1,0,4,T,1,0,1,26,1,340383165,0,L,**,648,99,110,#,2,33
,,4,T,1,,99,43,1,240895920,500,L,13,,,,11,2,46
,,2,T,51,,3,999,2,994130845,0,#,13,,,,#,#,0
,,4,T,1,,1,22,1,987600905,0,L,**,,,,11,1,23
,,2,T,1,,1,19,1,940033747,0,L,**,,,,#,1,25
,,2,H,1,,99,51,1,200512193,0,R,5,,,,#,1,70
,,2,T,1,,99,41,1,274940237,0,a,**,,,,#,2,42
,,4,K,#,,1,28,1,964848828,0,#,**,,,,#,1,31
,,4,K,1,,17,20,1,948833422,0,L,27,,,,#,2,25
,,4,T,1,,1,49,1,318205243,0,L,13,,,,11,1,58
,,2,K,1,,1,48,1,244859453,500,L,**,,,,#,1,48
,,4,C,1,,1,66,1,516460332,0,R,23,,,,11,1,74
,,1,T,#,,16,999,2,982804865,0,#,13,,,,#,#,0
,,2,T,1,,1,50,1,962639855,0,L,**,,,,#,2,19
,,2,Q,1,,1,42,1,993321563,0,R,40,,,,#,1,44
1,0,4,K,1,0,8,17,1,242238686,0,a,28,401,99,70,12,2,22
1,0,2,T,1,0,1,30,1,943233390,0,L,15,960,99,90,12,2,37
,,2,H,1,,1,33,1,203970693,0,a,5,,,,#,2,49
1,0,4,T,1,0,1,41,1,962343425,0,a,**,700,99,20,12,1,20
,,2,T,1,,1,39,1,969071761,0,L,14,,,,#,1,42
0,0,4,T,1,0,6,66,1,240086661,0,R,13,324,99,100,#,1,69
,,4,C,1,,1,70,1,257929931,500,L,**,,,,#,2,70
,,90,T,#,,2,999,2,976864776,320,#,13,,,,11,#,0
,,4,N,1,,1,48,1,966939977,0,L,**,,,,#,2,51
,,90,C,1,,1,44,1,500170169,0,L,23,,,,#,1,67
1,0,4,K,1,0,1,29,1,953127045,0,a,28,594,99,110,11,2,37
0,0,4,T,1,0,1,30,1,246945597,0,L,12,11900,99,80,11,1,32
1,0,4,T,1,0,1,31,1,249001072,0,L,11,1080,99,60,12,1,31
,,4,T,1,,1,43,1,989086284,0,L,19,,,,12,1,6
0,0,2,K,1,0,1,33,1,251346613,0,L,**,540,99,30,#,2,33
0,0,2,C,1,6,1,35,1,242737305,0,L,23,324,4,0,11,1,9
,,4,K,1,,99,37,1,966167635,0,L,27,,,,#,2,39
,,1,T,1,,3,999,2,962522307,0,M,**,,,,#,#,0
,,4,H,1,,1,50,1,992912233,500,L,4,,,,11,1,52
,,4,K,1,,1,35,1,607254594,0,0,28,,,,#,1,44
,,2,T,1,,1,53,1,325562947,0,L,14,,,,#,1,66
,,2,T,61,,1,35,1,967138240,0,P,**,,,,#,1,38
0,0,2,Q,1,0,1,23,1,240084344,0,L,40,500,99,40,#,1,23
,,4,T,1,,1,26,1,315415854,0,L,9,,,,#,1,42
0,0,4,T,1,3,1,32,1,948905397,0,L,**,500,4,10,#,2,37
,,2,Q,1,,1,69,1,240337381,500,L,40,,,,#,2,71
0,0,2,C,1,0,1,48,1,240552135,0,L,23,5000,99,20,#,1,18
,,4,C,1,,1,50,1,970451765,0,L,**,,,,11,1,54
,,4,T,1,,8,35,1,303599394,0,L,19,,,,#,2,53
,,3,K,1,,8,47,1,989004364,500,L,27,,,,#,2,48
1,0,4,Q,1,0,99,36,1,901846383,0,L,27,2530,99,100,#,2,53
,,2,N,1,,1,57,1,254801353,500,L,**,,,,#,2,57
0,0,2,T,1,0,1,40,1,940405813,0,L,**,1500,99,70,12,1,46
,,4,K,1,,1,65,1,981205102,0,L,**,,,,16,1,68
,,4,T,1,,1,34,1,305230950,0,L,13,,,,#,1,44
,,2,N,1,,1,18,1,804849713,0,L,**,,,,#,1,26
,,2,T,0,,1,57,1,323963021,0,L,**,,,,#,1,72
,,2,H,1,,1,36,1,972109254,0,L,**,,,,#,1,38
0,,2,Q,1,1,1,49,1,953755695,0,L,**,,6,100,#,2,23
,,2,N,0,,99,61,1,801250348,0,0,27,,,,#,1,78
,,4,T,1,,1,60,1,940728407,0,a,27,,,,11,1,68
,,2,T,51,,3,999,2,987039118,0,9,13,,,,#,#,0
,,4,Q,1,,1,23,1,273526440,0,a,47,,,,#,2,24
,,4,H,#,,1,52,1,959131630,0,#,**,,,,#,2,56
,,3,K,1,,1,23,1,614569972,0,R,27,,,,#,1,36
,,4,T,1,,99,28,1,314645113,0,L,11,,,,#,1,45
,,3,D,1,,21,22,1,970314737,500,L,1,,,,#,1,25
,,2,C,1,,1,71,1,515787256,0,0,**,,,,#,#,0
,,2,T,#,,16,999,2,994285361,0,#,27,,,,#,#,0
,,3,K,1,,99,52,1,604127161,0,L,28,,,,#,1,69
,,4,Q,1,,1,42,1,262296835,0,a,**,,,,11,1,42
,,2,T,1,,1,19,1,995978457,0,L,12,,,,#,2,19
,,4,K,1,,1,32,1,985906671,500,L,27,,,,#,2,33
,,4,C,#,,1,48,1,258357259,500,9,23,,,,#,2,49
,,4,T,1,,1,25,1,265417065,0,a,30,,,,11,2,26
,,4,T,1,,1,28,1,945100365,100,L,**,,,,#,2,33
,,4,T,1,,1,47,1,983458603,500,L,**,,,,12,1,49
0,0,4,D,1,0,1,46,1,256231037,0,a,1,1,99,30,#,2,46
,,2,C,1,,6,32,1,501300581,0,0,23,,,,#,1,50
,,4,T,1,,1,38,1,996709735,500,L,**,,,,#,2,38
1,0,2,T,1,0,1,31,1,941233934,0,L,33,700,99,50,#,1,38
,,4,T,1,,1,56,1,960301769,0,L,**,,,,11,1,60
,,4,K,1,,1,48,1,615122795,0,0,**,,,,#,1,57
,,2,T,1,,1,51,1,973955060,500,L,**,,,,12,1,53
,,2,H,#,,1,41,1,981243692,10,#,4,,,,#,1,43
,,4,C,1,,1,48,1,240104286,500,L,**,,,,12,1,50
,,90,T,1,,16,999,2,307987775,0,L,13,,,,#,#,0
0,0,4,Q,1,0,1,45,1,994212724,0,a,**,5400,99,70,#,1,49
,,2,T,1,,1,999,2,944793753,0,L,13,,,,#,#,0
0,0,2,T,1,0,8,27,1,314522011,0,0,13,120,99,50,#,2,44
,,1,T,51,,3,999,2,263196336,0,9,27,,,,#,#,0
,,90,Q,#,,2,999,2,967904916,320,#,13,,,,#,#,0
,,4,K,#,,1,56,1,265708592,500,9,**,,,,#,1,56
,,4,T,1,,1,32,1,314010871,0,L,14,,,,#,1,48
,,4,Q,1,,1,36,1,970587979,0,L,23,,,,#,1,15
,,2,T,1,,1,22,1,943795643,0,L,13,,,,11,2,29
,0,4,T,1,,1,70,1,249849593,500,L,**,240,,,#,2,11
,,2,C,1,,1,28,1,970917050,0,L,17,,,,#,2,30
,,1,T,#,,3,999,2,259426269,0,9,13,,,,#,#,0
,,1,Q,0,,1,20,1,977651901,0,#,,,,,#,2,22
,,4,T,1,,10,48,1,969492112,0,L,14,,,,#,2,50
,,1,T,51,,3,999,2,960868606,0,#,13,,,,11,#,0
,,4,S,1,,1,47,1,990097729,0,L,38,,,,11,1,48
,,4,D,1,,1,34,1,243764270,500,L,1,,,,12,1,36
,,4,T,1,,6,29,1,982104300,0,L,13,,,,11,1,31
1,0,2,C,1,0,1,31,1,507927375,0,a,24,870,99,70,#,1,45
,,2,K,1,,17,22,1,986975870,0,M,27,,,,#,2,23
,,4,T,1,,1,40,1,326816031,0,L,9,,,,11,1,49
2,0,4,K,1,0,17,17,1,951455443,0,a,28,594,99,100,11,2,25
,,2,T,1,,1,39,1,979599807,0,L,27,,,,12,2,22
1,0,3,K,1,7,1,33,1,805004637,0,L,27,2930,3,10,11,2,40
,,4,K,1,,1,49,1,241121832,0,L,**,,,,12,2,19
,,4,T,1,,99,26,1,963663827,0,L,14,,,,#,1,30
,,2,T,1,,1,999,2,982646009,0,R,13,,,,11,#,0
,,4,S,1,,1,56,1,961034913,0,M,**,,,,#,2,59
,,1,T,51,,3,999,2,259880544,0,9,**,,,,#,#,0
,,1,T,51,,3,999,2,992930473,0,9,13,,,,#,#,0
,,4,C,1,,1,36,1,268650249,0,a,21,,,,11,1,36
,,2,N,#,,21,25,1,979387589,10,#,33,,,,#,2,28
,,4,T,1,,1,48,1,247245888,500,L,13,,,,16,1,49
,,2,T,1,,1,51,1,960389648,0,L,13,,,,#,1,54
,,2,T,1,,1,25,1,958427192,0,L,**,,,,11,2,28
,,4,T,1,,99,37,1,324060812,0,a,17,,,,#,1,54
,,2,K,1,,99,49,1,606510664,0,L,28,,,,#,1,58
,,2,C,0,,1,49,1,952727368,0,#,22,,,,#,1,53
,,2,K,1,,1,57,1,988851419,0,R,26,,,,12,1,58
,,4,T,1,,1,35,1,963227860,0,L,12,,,,#,2,39
,,2,T,1,,1,34,1,318051617,0,L,40,,,,11,2,43
,,2,T,51,,98,999,2,251668747,0,9,13,,,,11,#,0
,,4,T,1,,1,51,1,943893042,0,L,**,,,,#,1,23
,,2,K,1,,12,74,1,947025933,0,L,26,,,,#,1,30
,,2,T,1,,1,39,1,964942401,0,M,**,,,,#,2,41
,,3,K,1,,1,54,1,615622600,0,L,27,,,,12,1,63
,,4,T,#,,16,999,2,986850120,0,#,13,,,,#,#,0
,,2,T,1,,21,64,1,318761512,0,0,12,,,,11,2,69
,,4,K,1,,1,59,1,963268122,0,L,**,,,,#,1,61
,,4,T,1,,10,27,1,978737250,0,L,14,,,,#,2,29
,,4,K,1,,1,42,1,244828105,500,L,**,,,,#,2,43
,,4,S,61,,1,37,1,983727763,0,P,39,,,,12,2,8
1,0,3,K,1,0,17,17,1,945477751,0,L,38,8000,99,60,#,1,26
,,4,T,1,,1,42,1,965495753,0,L,**,,,,#,2,44
,,4,T,1,,1,53,1,978540791,0,L,11,,,,#,1,55
,,2,T,1,,1,26,1,252940059,0,R,13,,,,#,1,27
,,4,N,1,,99,56,1,803110809,0,L,33,,,,#,1,73
0,0,4,T,1,0,1,24,1,955018939,0,L,**,4428,99,100,11,2,29
,,4,T,1,,1,38,1,244043206,500,L,11,,,,16,1,40
,,2,T,0,,6,22,1,325277282,0,0,14,,,,#,1,35
,,2,D,1,,28,68,1,993758161,500,L,1,,,,#,1,69
,,4,Q,1,,99,34,1,903369872,0,R,46,,,,#,1,51
,,2,T,#,,1,61,1,972690362,0,#,13,,,,#,1,63
,,4,T,#,,1,40,1,970400840,10,#,14,,,,#,2,43
,,2,K,1,,21,29,1,950917454,0,L,28,,,,#,2,9
,,4,T,#,,6,31,1,261676413,500,9,14,,,,#,1,31
1,0,4,H,1,0,1,40,1,988732884,0,L,7,500,99,80,12,2,44
,,3,K,1,,99,33,1,979240327,0,L,27,,,,#,2,35
,,4,T,1,,8,44,1,963480933,0,M,14,,,,#,2,50
,,4,C,1,,1,66,1,970379817,0,M,23,,,,#,2,69
,,2,H,1,,8,15,1,241744185,0,L,3,,,,#,2,15
,,2,K,1,,1,21,1,963484635,0,L,30,,,,#,2,23
,,2,Q,1,,1,66,1,264858105,500,L,8,,,,11,2,67
,,2,T,1,,3,999,2,977745511,0,L,15,,,,11,#,0
,,2,H,1,,1,42,1,996626295,0,L,5,,,,#,1,14
0,0,2,K,1,0,1,69,1,973268111,0,L,**,360,99,50,#,2,14
,,2,D,#,,99,29,1,968091971,0,#,1,,,,#,2,31
,,4,T,1,,10,39,1,328721535,0,L,14,,,,#,2,46
,0,3,Q,1,,1,56,1,973164868,0,L,**,16800,,,#,1,59
,,2,T,1,,1,48,1,963326999,0,M,**,,,,#,2,50
,,2,T,51,,3,999,2,257094142,0,9,14,,,,#,#,0
,,4,C,#,,1,43,1,262309548,500,9,**,,,,#,1,43
,,2,C,1,,1,52,1,515674321,0,L,**,,,,#,1,62
,,2,T,#,,6,62,1,243133610,500,9,14,,,,#,2,63
,,4,S,1,,1,23,1,254872087,500,L,**,,,,#,2,23
,,2,Q,1,,20,25,1,975373031,0,L,45,,,,#,2,27
0,,2,R,1,0,1,36,1,700553385,0,L,16,,99,80,#,1,53
,,4,T,1,,20,34,1,308864404,0,L,13,,,,#,2,43
1,0,4,K,1,0,1,27,1,941447236,0,L,27,1100,99,2,#,2,4
,,1,T,1,,99,30,1,994368023,99,#,13,,,,#,1,30
,,4,T,1,,1,33,1,972345005,0,L,**,,,,11,2,7
,,2,T,51,,3,999,2,959728326,0,#,11,,,,#,#,0
,,1,C,0,,12,63,1,963074084,0,#,,,,,#,1,66
0,0,4,T,#,0,1,39,1,246140089,500,9,**,324,99,100,#,2,42
,,1,T,1,,1,999,2,253251469,0,L,13,,,,#,#,0
,,2,T,0,,3,999,2,246534837,0,9,13,,,,#,#,0
,,3,T,1,,1,29,1,993424095,500,L,12,,,,11,1,30
,,2,T,1,,1,999,2,948275241,0,L,13,,,,#,#,0
,,4,T,1,,99,22,1,325618065,0,L,13,,,,#,2,35
,,3,D,1,,8,38,1,255767040,0,L,1,,,,#,1,38
1,0,4,T,1,0,1,57,1,983629715,500,L,13,540,99,50,16,1,58
,,4,T,51,,98,999,2,987257920,0,#,13,,,,#,#,0
,,2,T,1,,1,24,1,310085183,0,L,14,,,,#,2,43
,,2,T,1,,1,43,1,303780601,0,R,13,,,,#,1,60
,,2,C,1,,27,36,1,956362581,0,L,23,,,,#,2,39
,,4,K,1,,1,43,1,957375487,0,L,27,,,,#,2,45
,,1,H,1,,99,41,1,982979312,99,#,13,,,,#,1,37
,,4,T,1,,1,49,1,240341042,500,R,14,,,,#,2,51
,,4,T,1,,1,46,1,987856030,0,L,**,,,,16,2,53
,,4,K,1,,1,60,1,967832354,0,M,**,,,,#,1,64
,,3,H,1,,1,30,1,205341125,0,L,4,,,,11,2,37
,,4,T,1,,1,38,1,948878915,0,R,12,,,,#,2,44
,,3,N,1,,12,44,1,965292631,0,L,33,,,,11,2,45
,,4,T,1,,28,33,1,271544013,500,L,**,,,,#,2,33
1,0,4,C,1,0,1,23,1,959898060,0,L,**,120,99,90,11,1,28
,,2,K,#,,1,39,1,946643114,0,#,26,,,,#,2,44
,0,2,K,1,,17,16,1,946983700,0,L,28,1230,,,#,2,22
,,4,T,1,,6,74,1,958836887,0,L,13,,,,12,1,79
,,2,T,#,,6,20,1,963249832,0,#,43,,,,#,2,22
,,4,N,1,,1,27,1,942590054,0,L,**,,,,12,1,33
0,0,2,S,1,0,1,40,1,255699404,500,L,38,324,99,30,11,1,40
,,4,D,1,,1,43,1,965975809,0,L,1,,,,#,1,45
0,0,2,T,1,0,28,29,1,257706092,0,a,13,343,99,30,#,2,29
,,2,T,51,,3,999,2,996081990,0,#,20,,,,16,#,0
,,4,T,1,,1,40,1,979469484,0,L,14,,,,12,1,51
1,0,2,T,1,0,1,28,1,303328704,0,L,11,378,99,70,#,2,50
0,0,3,T,1,1,1,22,1,985199831,0,L,**,324,10,50,12,2,23
1,0,4,T,1,0,1,33,1,248004286,0,a,9,226,99,50,12,2,28
,,4,C,1,,1,44,1,504582902,0,L,23,,,,#,1,60
,,4,T,1,,1,32,1,269206572,500,L,**,,,,11,1,32
,,2,T,1,,1,41,1,995013896,0,L,19,,,,#,2,44
,,4,K,1,,99,17,1,613462619,0,L,26,,,,#,1,32
0,0,4,T,1,0,1,68,1,955861817,0,L,10,2760,99,50,11,2,73
,0,2,K,1,,1,22,1,945590724,0,a,27,1470,,,12,1,30
,,4,H,1,,1,49,1,943213129,0,R,**,,,,#,1,56
,,1,K,#,,99,33,1,261211053,1610,9,0,,,,#,#,0
0,0,2,T,1,3,20,25,1,307666678,0,L,11,1240,10,0,#,1,35
,,4,T,1,,6,26,1,318310565,0,L,11,,,,#,2,34
,,3,Q,1,,1,16,1,905933594,0,L,45,,,,#,2,26
,,4,T,1,,1,40,1,955457035,0,L,**,,,,11,2,20
0,0,4,T,1,0,1,46,1,309321334,0,L,13,380,99,100,#,2,24
,,3,C,1,,1,19,1,514768238,0,L,23,,,,#,1,31
,,2,T,1,,1,39,1,328489495,0,L,13,,,,#,2,44
,,4,H,1,,1,71,1,979942213,0,L,8,,,,#,1,77
,,2,C,1,,1,38,1,949169831,0,a,23,,,,#,1,46
,,4,C,1,,8,47,1,505498917,0,L,22,,,,#,1,63
,,2,Q,1,,1,24,1,991211914,0,L,40,,,,#,1,27
,,4,T,1,,1,48,1,963274371,0,L,11,,,,#,1,52
1,0,4,T,1,0,1,38,1,328193530,0,L,13,3556,99,90,#,2,48
,,2,K,1,,1,42,1,984584303,0,L,27,,,,#,2,45
,,1,T,51,,3,999,2,996205180,0,#,13,,,,11,#,0
,,2,T,0,,1,35,1,305987674,0,0,13,,,,#,1,47
,,4,C,1,,1,43,1,501045604,0,L,22,,,,#,1,60
,,4,C,#,,1,53,1,985071611,10,#,21,,,,#,1,55
,,2,K,1,,1,30,1,613612145,0,R,28,,,,#,1,46
,,4,T,1,,20,26,1,317943157,0,L,13,,,,#,1,36
,,3,T,1,,27,39,1,254632830,0,L,**,,,,12,1,39
,,2,T,51,,3,999,2,949282719,0,M,1,,,,#,#,0
,,2,C,1,,6,54,1,514007393,0,L,22,,,,#,2,69
,,2,T,1,,1,45,1,249520172,0,L,11,,,,#,1,15
,,4,C,61,,6,58,1,977010474,0,P,23,,,,#,1,58
,,2,Q,1,,1,28,1,971012152,0,L,**,,,,11,2,30
1,0,2,K,1,0,1,42,1,251503833,0,L,**,111,99,50,#,2,42
,,4,T,1,,26,51,1,995145796,0,L,**,,,,#,1,54
,,4,K,1,,1,60,1,980511853,0,L,27,,,,12,2,63
,,2,T,1,,1,51,1,962676790,0,L,11,,,,11,2,18
,,4,Q,1,,1,67,1,988946693,500,L,12,,,,12,2,69
0,0,2,T,1,0,1,28,1,954747880,0,a,**,240,99,100,11,2,35
,,4,Q,1,,1,28,1,983235448,0,M,40,,,,#,2,29
,,2,T,0,,8,53,1,318771592,0,#,8,,,,#,2,60
,,2,K,1,,1,34,1,946541785,0,L,27,,,,#,2,39
,,4,C,1,,1,39,1,951712662,0,L,23,,,,#,2,10
,,4,D,1,,1,48,1,993736235,500,L,**,,,,12,2,49
,,2,S,1,,1,67,1,966767232,0,L,37,,,,#,1,69
,,1,T,1,,1,45,1,962540506,0,L,14,,,,11,1,49
,,4,T,1,,1,39,1,970167800,0,L,13,,,,12,1,41
,,4,T,1,,1,35,1,248239970,0,L,14,,,,12,1,36
,,4,T,1,,1,36,1,256800513,0,a,**,,,,12,2,36
,0,2,Q,1,,1,22,1,258888573,0,a,47,80,,,12,1,22
,,4,D,1,,1,43,1,100243144,0,L,1,,,,#,1,62
1,0,2,T,1,0,1,31,1,323589415,0,L,9,1436,99,70,#,2,47
0,0,2,T,1,4,11,23,1,309021611,0,a,12,324,3,100,#,1,34
,,4,C,1,,1,36,1,967661127,0,L,**,,,,#,1,39
,,2,T,0,,1,24,1,945094532,0,#,8,,,,#,2,28
,,4,D,1,,1,28,1,244193971,500,L,1,,,,12,1,30
,,2,T,1,,1,45,1,995937114,0,L,**,,,,11,2,41
,,2,C,0,,1,33,1,504618782,0,0,23,,,,#,2,50
,,4,K,1,,1,39,1,993098154,500,L,27,,,,12,1,41
,,4,C,1,,1,33,1,987302778,0,L,23,,,,#,2,35
,,1,T,51,,16,999,2,972964456,0,9,27,,,,12,#,0
,,2,T,1,,1,24,1,958838781,0,L,8,,,,11,2,28
,,2,H,1,,1,64,1,947123033,0,L,**,,,,#,1,68
,,4,N,1,,1,31,1,965218643,0,L,33,,,,11,1,34
,,2,K,1,,20,28,1,906270889,0,L,44,,,,11,1,37
0,0,4,T,1,0,1,45,1,959632247,0,L,13,3090,99,100,12,2,49
,,2,T,1,,1,48,1,968008607,0,L,**,,,,12,1,50
,,2,C,#,,1,46,1,969497193,10,#,**,,,,#,2,48
,,2,T,1,,1,32,1,956678196,0,L,11,,,,11,2,35
,,2,K,1,,1,41,1,460542464,503,#,**,,,,#,#,0
,,4,Q,1,,8,33,1,991981623,500,L,40,,,,#,2,34
,,4,C,1,,1,40,1,970202846,500,L,**,,,,#,2,43
0,0,4,T,1,0,1,40,1,994026517,500,L,20,820,99,90,#,2,42
,,2,C,1,,1,43,1,507614930,0,L,21,,,,#,2,54
1,0,4,C,1,0,1,54,1,950945157,0,a,23,128,99,50,11,1,60
,0,4,T,1,,1,18,1,249855626,0,a,13,1000,,,#,1,20
,,2,Q,1,,99,58,1,264681080,0,a,**,,,,#,2,58
,,2,Q,1,,1,67,1,272796260,500,L,**,,,,12,1,67
,,2,T,1,,3,999,2,957675247,0,L,13,,,,#,#,0
,,2,T,1,,1,43,1,971595468,0,L,**,,,,11,1,46
0,0,4,T,1,0,17,20,1,961466578,0,L,16,1820,99,50,12,1,25
,,4,T,0,,1,34,1,953978961,0,#,11,,,,#,2,39
,,2,S,0,,99,999,2,403613205,0,0,38,,,,#,#,0
,,2,T,#,,1,52,1,265896948,500,9,**,,,,#,2,53
,,4,T,1,,1,33,1,259027509,500,L,**,,,,#,1,33
,,4,S,1,,1,39,1,980725719,500,L,**,,,,#,1,41
,,2,C,1,,1,35,1,253378629,0,L,**,,,,12,1,35
0,0,4,T,1,0,17,18,1,950809770,0,a,27,4600,99,70,#,1,26
1,0,4,K,1,0,1,29,1,603258388,0,L,25,3483,99,100,#,1,48
,,2,T,1,,1,43,1,963718135,0,M,**,,,,#,1,45
,,2,H,1,,1,33,1,318052529,0,L,15,,,,12,1,39
,,1,T,51,,3,999,2,253445455,0,9,13,,,,#,#,0
,,1,K,#,,99,46,1,248791818,1610,9,0,,,,#,#,0
,,2,K,61,,1,72,1,965795971,0,P,27,,,,#,2,71
,,2,T,1,,8,22,1,956149875,0,M,**,,,,#,2,29
,,4,S,1,,99,37,1,403732779,0,L,39,,,,#,1,44
,,4,T,1,,8,25,1,941670599,0,L,40,,,,#,2,32
,,4,C,1,,1,51,1,516729494,0,L,23,,,,#,1,58
,,4,T,1,,1,37,1,982102743,0,L,14,,,,11,1,39
0,0,2,T,1,3,20,53,1,308078061,0,a,14,648,3,100,#,2,64
,,4,T,1,,1,50,1,986825267,0,M,14,,,,#,1,51
0,0,3,T,1,0,1,12,1,306895168,0,L,11,7602,99,100,#,2,53
,,4,T,1,,1,37,1,979058899,0,L,**,,,,12,1,39
0,0,4,N,1,0,1,53,1,800151075,0,a,31,720,99,50,#,2,76
