age,customer_rank,arrears_count,sex,region,contract_type,selling_method,campaign,arrears_at,identified_doc,career,entry_age,amount,domain,pref,id,payway,paid_flg,bill_updage_count
16,100,0,2,T,1,1,L,99,1,#,40,324,0,11,961762583,2,0,0
46,100,0,2,N,1,1,a,99,10,#,36,1100,0,34,941251850,4,0,0
46,90,0,2,T,1,1,a,99,1,#,37,5120,0,14,328890861,4,1,0
46,80,0,2,T,1,1,L,99,1,#,29,6480,0,8,323167614,2,0,0
23,80,0,1,T,1,1,L,99,8,11,17,8100,0,8,951935666,4,0,1
53,100,0,2,T,1,1,L,99,99,11,48,120,0,11,959040887,4,0,0
27,100,0,1,K,1,1,L,99,1,11,22,237,0,28,954087729,2,0,0
69,3,10,1,H,1,1,L,3,1,#,62,2880,0,7,205303588,2,1,0
35,60,0,2,T,1,1,L,99,1,#,16,59990,0,11,303198230,2,0,0
58,90,0,1,N,1,1,L,99,1,11,57,6525,500,31,997130345,4,0,1
30,0,8,2,C,1,1,a,3,26,#,24,1220,0,**,969425028,2,1,0
2,2,2,1,H,1,1,L,8,1,12,42,23,0,4,991498965,2,0,0
57,70,0,1,Q,1,1,a,99,1,#,45,2600,0,40,906593083,3,0,0
33,130,0,2,S,1,1,L,99,1,#,19,2216,0,38,403203749,4,0,1
61,50,0,2,K,1,1,a,99,1,#,58,271,0,**,980732593,4,0,0
53,5,0,1,K,1,1,L,99,1,#,53,216,500,28,256791082,4,0,0
35,100,0,1,C,1,1,a,99,1,#,19,302,0,23,508851862,4,0,0
66,50,0,2,K,1,1,L,99,1,12,60,7280,0,**,949828457,2,0,0
40,100,0,2,N,1,1,L,99,99,#,25,324,0,40,803284786,4,0,0
39,100,0,1,C,1,1,L,99,1,#,21,626,0,23,503952359,2,0,0
31,70,0,1,K,1,1,L,99,1,12,27,1440,500,28,987646045,2,0,0
43,0,8,2,Q,1,1,a,3,1,#,36,1987,0,41,956552461,2,0,1
16,100,0,1,T,1,1,L,99,1,#,33,756,0,12,327343982,4,0,0
18,100,4,1,S,1,1,L,9,8,12,17,324,500,38,996683243,2,0,0
63,50,0,2,Q,1,0,P,99,1,#,57,1,0,**,952493183,4,0,1
44,50,0,2,N,1,1,L,99,1,#,23,1967,0,34,800229265,2,0,1
16,20,0,2,C,1,1,L,99,1,#,51,561,0,23,991791979,2,0,1
52,100,0,2,T,1,1,L,99,20,12,41,17149,0,14,516284287,4,0,1
39,80,0,1,T,1,1,L,99,1,11,35,1180,0,11,966324687,2,0,1
36,100,0,2,C,1,1,a,99,1,#,17,540,0,12,505325604,4,0,0
60,50,0,2,K,1,1,L,99,99,#,42,560,0,28,603804920,4,0,1
28,60,0,2,T,1,1,L,99,1,#,23,216,0,8,949198566,2,0,1
41,80,0,2,K,1,1,L,99,1,#,40,409,0,27,996950279,4,0,0
25,3,3,1,K,1,1,a,10,1,#,17,2520,0,**,952446184,2,1,0
25,80,0,1,K,1,1,L,99,1,#,18,980,0,27,607579723,4,0,2
17,20,0,2,T,1,1,L,99,1,12,45,432,0,14,982354086,4,0,0
25,30,0,1,H,1,#,9,99,1,#,23,29700,500,**,245793644,2,0,0
18,20,0,1,N,1,1,L,99,1,12,42,823,500,**,990515192,4,0,0
38,80,0,2,C,1,1,L,99,1,#,36,4040,500,23,253032758,4,0,0
52,90,0,2,T,1,#,#,99,1,#,55,250,500,**,245939779,4,0,0
27,110,0,1,T,1,1,L,99,1,11,20,500,0,13,941367950,4,0,1
49,110,0,1,C,1,1,L,99,1,12,48,720,500,23,991204521,4,0,0
32,80,0,1,C,1,1,L,99,1,#,20,1080,0,23,515181833,2,0,1
55,40,0,2,T,1,1,L,99,1,#,55,1,500,13,250837589,2,0,0
36,100,0,1,C,1,1,L,99,1,#,18,1800,0,24,504023667,2,0,0
17,100,0,2,K,1,#,#,99,1,#,51,324,500,**,241443518,4,0,0
50,70,0,1,T,1,1,L,99,1,12,43,960,0,11,942604630,2,0,0
43,60,0,1,K,1,1,L,99,1,12,43,121,500,28,248902651,4,0,0
38,50,0,2,T,1,1,L,99,21,12,34,700,0,13,988789558,4,0,1
35,100,0,1,C,1,1,L,99,1,#,19,50200,0,22,513866673,2,0,0
71,50,0,2,T,1,1,L,99,1,12,73,5800,0,**,981239145,4,0,0
28,70,0,2,T,1,1,L,99,1,#,22,130,0,47,944031237,2,0,0
22,50,0,1,T,1,1,L,99,17,12,16,500,0,11,944757608,2,0,0
50,30,3,2,K,1,1,a,10,8,#,17,1110,0,27,965712235,3,1,2
25,3,8,1,T,1,1,L,5,17,12,17,2060,0,13,328129283,3,1,0
51,50,0,1,K,1,1,L,99,1,12,51,27760,0,**,240925664,2,0,0
48,120,0,2,R,1,1,L,99,1,#,40,872,0,16,703753255,4,0,0
51,100,0,1,T,1,1,L,99,1,#,34,216,0,13,303949726,2,0,0
37,100,0,2,T,1,1,a,99,1,11,30,302,0,**,961865246,4,0,0
16,20,0,1,T,1,1,L,99,1,11,51,1,0,14,991683523,4,0,0
26,110,0,2,T,1,1,a,99,17,11,18,250,0,14,948682207,4,0,0
25,40,1,1,Q,1,1,L,12,1,11,21,130,0,13,960653427,3,0,1
4,100,0,2,Q,1,1,L,99,1,11,38,120,0,40,983674878,2,0,0
28,60,0,1,C,1,1,L,99,1,11,22,2300,0,12,952904799,2,0,1
58,5,0,2,T,1,1,L,99,8,#,57,226,500,13,254461499,4,0,0
42,120,0,2,T,1,1,L,99,1,11,36,130,0,13,941662561,4,0,0
43,80,0,1,T,1,1,L,99,1,#,25,10682,0,12,313234994,2,0,1
39,90,0,2,K,1,1,L,99,1,12,39,7340,500,28,994855532,4,0,0
25,90,0,1,H,1,1,L,99,1,#,15,540,0,**,204911090,4,0,0
85,100,0,1,K,1,1,a,99,1,#,63,108,0,27,601105186,2,0,0
46,60,0,1,T,1,1,a,99,1,12,36,360,0,14,515977517,2,0,0
40,5,0,2,T,1,1,L,99,1,#,40,600,500,**,256804411,4,0,0
56,80,0,1,N,1,1,L,99,99,#,33,700,0,33,800009753,2,0,1
49,90,0,2,Q,1,1,a,99,1,12,45,594,0,**,988831924,4,0,1
46,50,0,1,T,1,1,L,99,1,11,43,4600,0,**,969783055,2,0,0
30,100,0,2,T,1,1,a,99,1,11,23,480,0,**,965583766,2,0,0
23,10,2,2,K,1,1,L,3,1,#,55,100,0,28,243189962,2,0,0
60,10,1,2,T,1,1,L,8,8,#,57,9921,500,14,993346156,2,0,1
60,50,0,1,K,1,1,L,99,1,#,39,20000,0,29,600746984,4,0,0
19,60,0,1,H,1,1,L,99,1,#,31,21329,0,4,946292712,2,0,1
38,90,0,2,R,1,1,L,99,1,11,30,452,0,17,308750045,2,0,1
7,100,0,1,S,1,#,#,99,1,11,31,1,500,38,252581116,2,0,0
66,50,0,2,T,1,1,L,99,1,11,56,700,0,22,508287396,90,0,0
15,20,0,1,H,1,1,L,99,1,#,44,1600,0,6,250203043,1,0,1
51,30,0,1,Q,1,1,a,99,1,12,51,3420,0,**,258739725,4,0,0
38,100,0,2,T,1,1,L,99,99,#,19,540,0,14,313796309,2,0,0
37,100,0,1,S,1,1,a,99,1,12,30,1007,0,**,965774340,4,0,1
26,10,4,1,T,1,1,L,3,1,#,19,3640,0,**,944079801,2,0,0
57,80,0,2,N,1,1,L,99,8,#,50,864,0,34,959097146,4,0,0
63,0,7,2,D,1,1,L,3,21,12,61,521,0,1,987629174,2,1,0
21,30,0,2,K,1,#,9,99,1,12,21,1,500,**,257036383,4,0,0
18,20,0,2,T,1,1,a,99,1,12,47,1058,0,**,253823748,4,0,1
68,50,0,1,T,1,1,L,99,28,12,67,540,0,12,251270122,4,0,1
21,40,2,2,K,1,1,L,10,1,11,46,1007,0,28,962369919,3,0,1
14,20,0,2,C,1,1,L,99,1,#,45,410,0,23,991396912,2,0,0
56,90,0,2,T,1,1,L,99,1,#,49,324,0,13,956121089,4,0,1
49,100,0,2,H,1,#,#,99,99,#,44,864,320,13,960235741,90,0,0
17,100,0,1,T,1,1,L,99,1,12,46,250,0,**,988408293,4,0,0
49,130,0,2,N,1,1,L,99,1,#,32,500,0,34,801256311,4,0,1
54,130,0,2,C,1,1,L,99,1,11,50,341,0,**,965277394,4,0,0
31,100,0,1,K,1,1,L,99,1,#,15,380,0,11,605192449,4,0,0
43,100,0,2,Q,1,1,L,99,99,#,30,4700,0,43,904673914,2,0,1
72,50,0,2,N,1,1,L,99,21,#,70,540,500,33,251311046,4,0,1
48,90,0,2,N,1,1,L,99,1,11,46,700,0,33,987302045,4,0,1
26,3,6,1,T,1,1,a,5,1,11,18,3000,0,40,953727322,2,0,1
29,130,0,2,R,1,1,L,99,1,11,24,3974,0,**,952687519,2,0,1
45,20,0,2,D,1,1,L,99,1,12,37,1,0,**,988938540,4,1,0
30,100,0,2,K,1,1,L,99,10,11,25,3802,0,27,955942292,4,0,0
43,30,0,1,R,1,1,a,99,1,12,42,1,0,**,258259721,4,0,0
28,60,0,2,C,1,1,a,99,1,11,24,1,0,**,972945268,2,0,0
51,60,0,2,T,1,1,a,99,20,#,36,540,0,14,316815206,4,0,1
25,80,0,1,K,1,1,a,99,1,#,15,540,0,27,607038235,4,0,2
26,60,0,1,K,1,1,L,99,17,#,17,8000,0,38,945477751,3,0,1
57,70,0,2,T,1,1,L,99,1,#,54,8000,0,**,241289717,2,0,0
59,100,0,1,K,1,1,L,99,1,#,52,302,0,28,958123842,2,0,0
17,10,3,2,H,1,1,L,6,1,#,47,1500,0,7,991818590,2,0,0
23,70,0,1,C,1,1,L,99,1,#,13,12180,0,**,515514342,2,0,1
40,100,0,2,C,1,1,L,99,1,#,38,13565,500,24,243311445,4,0,0
42,20,1,2,T,1,1,L,10,12,12,42,648,0,8,244043224,4,0,0
41,90,0,1,T,1,1,a,99,1,11,36,21760,0,8,979232228,4,0,0
54,100,0,1,T,1,1,L,99,1,#,40,240,0,9,304618431,4,0,0
69,30,0,2,Q,1,1,L,99,1,12,69,1,500,**,254809293,2,0,0
31,90,0,2,T,1,1,L,99,1,#,30,324,500,20,244274723,4,0,1
55,110,0,2,K,1,1,L,99,1,#,35,120,0,25,600853190,4,0,0
27,100,0,2,R,1,1,L,99,1,12,22,324,0,17,977408228,4,0,0
54,100,0,1,K,1,1,L,99,1,11,50,324,0,**,961720225,4,0,0
36,100,0,1,D,1,1,L,99,1,11,31,1222,0,1,957714080,4,0,0
40,100,0,2,T,1,1,a,99,1,11,31,324,0,12,941241448,4,0,0
32,110,0,2,T,1,1,a,99,1,12,23,1100,0,13,940630811,4,0,0
56,50,0,2,T,1,1,L,99,1,12,56,702,500,**,255153676,2,0,1
15,100,0,2,T,1,1,L,99,1,11,44,432,0,**,985287002,4,0,0
41,110,0,1,Q,1,1,L,99,99,#,24,3000,0,40,903850694,4,0,0
37,160,0,2,K,1,1,L,99,1,#,19,540,0,28,603801604,4,0,1
48,80,0,1,H,1,1,L,99,1,11,48,1230,0,**,247489342,4,0,0
37,100,0,2,T,1,1,L,99,1,#,27,864,0,13,328541686,4,0,0
49,90,0,2,C,1,1,a,99,1,#,44,120,0,**,982404958,4,0,0
48,60,0,2,K,1,1,L,99,1,12,47,480,500,29,254326423,2,0,0
50,30,1,1,C,1,1,L,5,1,#,34,3480,0,22,505649906,2,0,1
42,10,1,1,Q,1,1,L,5,1,12,41,130,0,40,241037993,2,0,0
40,100,0,2,T,1,1,L,99,6,#,19,324,0,13,300815272,2,0,0
53,5,4,2,K,1,1,L,3,1,#,51,3166,0,27,980426676,2,0,2
20,30,1,1,H,1,1,L,8,8,#,47,1058,0,5,953472817,2,0,1
28,50,0,2,T,1,1,a,99,8,#,23,2029,0,12,978900158,2,0,1
45,90,0,1,K,1,1,L,99,1,#,31,324,0,28,613869150,4,0,0
58,130,0,2,S,1,1,a,99,1,#,45,6353,0,38,403509190,4,0,0
25,100,0,2,T,1,1,a,99,1,11,18,5800,0,13,961822047,4,0,0
30,100,0,1,T,1,1,L,99,1,11,27,324,0,10,967565403,4,0,0
15,20,0,2,T,1,1,L,99,1,11,44,1000,0,14,967273716,4,0,1
35,110,0,1,R,1,1,a,99,1,12,31,799,0,17,982913176,4,0,0
0,60,0,#,Q,2,1,L,99,99,#,999,1000,0,42,906158829,2,1,0
41,5,0,2,T,1,1,a,99,26,#,39,240,0,11,253481157,4,0,0
36,70,0,2,S,1,1,L,99,1,#,35,120,500,**,991809649,2,0,0
58,50,0,1,T,1,#,#,99,1,11,57,910,500,**,246829773,4,0,0
50,40,1,2,K,1,1,L,5,1,11,47,400,0,**,980711512,2,0,0
28,70,0,2,T,1,1,L,99,1,11,24,400,0,13,964678397,3,0,0
67,50,0,2,D,1,1,R,99,1,#,63,240,500,**,986869121,4,0,0
32,80,0,2,Q,1,1,L,99,1,11,29,56,0,41,969957361,4,0,1
45,90,0,1,C,1,1,L,99,1,11,43,185,0,22,989084023,4,0,1
34,100,0,2,H,1,1,L,99,99,#,23,324,0,4,204392498,2,0,1
46,100,0,2,H,1,1,L,99,1,#,30,324,0,13,203942488,4,0,0
73,5,0,2,K,1,1,L,99,1,#,73,1620,500,**,258242770,2,0,0
34,90,0,2,S,1,1,L,99,1,#,28,90,0,37,960744595,4,0,0
48,50,0,1,C,1,#,#,99,1,#,47,980,500,**,246060337,4,0,0
20,80,0,1,C,1,1,L,99,6,12,17,10500,0,22,982378411,4,0,0
21,90,0,2,H,1,1,L,99,1,11,39,2678,0,4,958984613,4,0,2
32,100,0,2,T,1,1,L,99,1,11,28,378,0,12,964430095,4,0,0
19,70,0,2,K,1,1,L,99,1,#,45,5120,0,28,962311574,2,0,1
31,100,0,1,T,1,1,L,99,1,11,25,2168,0,**,951612298,4,0,0
25,80,0,2,T,1,1,L,99,25,12,25,670,0,11,243180642,4,0,1
42,110,0,1,C,1,1,L,99,1,#,21,74,0,23,500335284,4,0,1
50,110,0,2,Q,1,1,a,99,99,#,35,120,0,44,904761844,4,0,0
25,70,0,2,Q,1,1,L,99,17,#,20,2500,0,40,959155846,3,0,1
44,10,3,2,T,1,1,L,5,1,11,42,120,0,47,986735388,2,1,0
33,30,2,1,T,1,1,L,8,1,#,24,10000,0,13,328081842,2,0,0
46,90,0,2,K,1,1,L,99,1,#,30,1007,0,27,613232504,2,0,1
29,50,0,1,C,1,1,L,99,1,12,27,980,0,16,984866227,4,0,0
46,50,0,1,N,1,1,L,99,1,11,44,46900,0,33,981703737,2,0,0
27,100,1,1,T,1,1,a,10,1,11,20,240,0,28,964031205,2,0,0
33,80,0,2,T,1,1,L,99,1,11,32,864,0,**,995770318,4,0,0
41,0,9,2,Q,1,0,L,3,1,11,30,1836,0,**,906167166,2,1,0
39,60,0,1,K,1,1,L,99,1,#,27,2800,0,27,614942405,2,0,0
41,90,0,2,T,1,1,L,99,1,#,34,324,0,12,942353655,4,0,0
9,2,0,1,Q,1,1,L,99,1,16,45,110,0,47,253824936,2,0,0
35,80,0,1,H,1,1,a,99,1,#,26,3000,0,6,944373282,4,0,0
59,50,0,1,C,1,1,L,99,1,#,44,972,0,24,506682066,4,0,0
37,10,3,2,T,1,1,L,4,1,#,32,500,0,**,948905397,4,0,0
43,100,0,1,K,1,1,L,99,1,11,37,972,0,28,946752261,4,0,0
47,70,0,2,T,1,1,L,99,6,12,47,120,0,13,244861006,4,0,0
19,5,0,1,N,1,1,a,99,8,#,17,2000,0,34,258294156,2,0,0
55,90,0,2,S,1,1,L,99,1,12,52,1652,0,37,244329998,4,0,1
37,30,1,1,T,1,1,L,5,1,#,24,360,0,14,316599002,2,0,0
49,100,0,1,T,1,1,L,99,1,#,48,324,0,**,988325898,4,0,0
33,10,4,2,T,1,1,L,4,1,#,27,1380,0,13,944664721,2,0,1
15,20,0,1,H,1,1,a,99,1,#,45,1,0,5,251235023,4,0,0
34,70,0,2,T,1,1,L,99,1,12,33,500,0,13,252606155,4,0,1
10,2,0,1,C,1,1,L,99,1,11,20,500,0,23,242184706,3,0,1
61,50,0,2,D,1,1,L,99,1,11,57,1500,0,**,961596835,2,0,1
37,50,0,1,K,1,1,L,99,1,#,37,2930,0,27,251350557,4,0,1
24,100,0,2,Q,1,1,a,99,10,#,14,756,0,43,907535911,4,0,0
22,1,6,1,D,1,1,a,7,1,#,20,980,0,7,244171992,2,1,0
32,100,0,2,S,1,1,L,99,99,#,15,324,0,17,403249726,3,0,0
45,80,0,1,T,1,1,a,99,1,12,47,1007,0,**,255837398,4,0,1
30,100,0,2,C,1,1,L,99,1,12,25,302,0,21,961504133,4,0,0
35,50,0,2,Q,1,1,L,99,1,12,35,12960,0,40,248771697,2,0,0
41,40,0,1,K,1,1,L,99,8,11,36,650,0,28,980001807,2,0,0
52,10,9,1,T,1,1,9,3,1,11,41,2000,0,13,318157550,2,0,1
24,100,0,2,Q,1,1,a,99,1,#,33,324,0,43,907474962,2,0,0
34,110,0,2,T,1,1,L,99,1,#,28,765,0,12,945159954,4,0,0
40,100,0,2,T,1,1,L,99,1,11,34,324,0,23,972087962,4,0,0
32,80,0,1,T,1,1,L,99,8,#,20,2800,0,13,308291864,4,0,1
41,90,0,1,H,1,1,L,99,99,#,28,1080,0,4,204644885,4,0,0
50,60,0,1,T,1,1,L,99,1,#,46,230,0,**,966459248,2,0,0
20,50,0,1,T,1,1,L,99,1,#,19,47510,0,13,994504823,2,0,0
51,100,0,2,D,1,1,a,99,1,#,28,324,0,1,100061816,2,0,0
31,100,0,2,H,1,1,L,99,1,#,17,360,0,12,203838785,4,0,0
63,60,0,2,C,1,1,L,99,1,#,16,360,0,23,503762225,2,0,0
48,100,0,1,T,1,1,L,99,10,11,46,1080,0,**,972092551,4,0,0
48,90,0,2,T,1,1,L,99,20,#,32,120,0,11,305462611,4,0,0
62,50,0,1,T,1,1,L,99,1,#,59,485,0,**,972354525,4,0,1
22,90,0,2,K,1,1,L,99,8,#,14,30600,0,27,615895661,4,0,0
32,20,4,1,T,1,1,L,7,1,11,24,4760,0,13,951224398,4,0,0
14,20,0,1,T,1,1,L,99,1,12,50,40,0,**,997115735,2,0,0
61,50,1,1,N,1,#,#,8,1,#,61,540,500,**,244838748,1,0,1
23,50,0,1,K,1,1,a,99,1,12,27,2678,0,27,991186768,4,1,1
37,30,0,2,K,1,1,a,99,1,12,36,3600,0,27,258333879,4,0,0
31,60,0,2,C,1,1,L,99,1,#,18,3433,0,23,514626987,2,0,2
37,100,0,1,C,1,1,L,99,1,16,36,62400,500,23,988821066,4,0,0
20,10,5,2,D,1,1,a,8,1,12,34,7776,0,1,970022841,2,0,1
21,50,0,2,Q,1,1,L,99,8,#,15,3110,0,44,953436088,2,0,1
37,90,0,2,T,1,1,L,99,1,12,32,194,0,**,948212592,3,0,1
59,50,0,2,T,1,1,L,99,1,11,58,756,0,**,991370894,4,0,1
33,90,0,2,K,1,1,L,99,1,12,33,720,500,28,251481912,4,0,0
58,70,0,1,S,1,1,L,99,99,#,41,864,0,37,403151646,2,0,0
27,80,0,1,T,1,1,a,99,1,12,27,4270,0,14,247817303,4,0,0
35,70,0,2,H,1,1,L,99,1,#,26,324,0,7,204968562,4,0,2
37,70,0,2,K,1,1,L,99,1,11,31,2310,0,27,947426783,2,0,0
37,50,0,2,N,1,1,a,99,1,12,35,810,0,34,252734508,4,0,1
61,100,3,2,T,1,1,L,10,1,#,50,324,0,46,309505076,2,1,0
12,20,0,2,Q,1,#,#,99,1,#,42,2548,500,**,241811216,4,0,1
23,40,1,1,R,1,1,a,9,1,#,16,8920,0,**,955138258,2,0,0
43,70,1,1,T,1,1,L,9,1,11,35,400,0,**,947153192,4,0,1
47,80,0,1,T,1,1,L,99,1,#,31,1145,0,10,304092180,2,0,1
21,100,0,1,H,1,1,L,99,17,#,15,1,0,7,953771058,4,0,0
38,100,0,2,T,1,1,a,99,6,#,37,600,0,**,257531344,4,0,0
45,100,0,1,H,1,1,L,99,1,#,38,205,0,2,942051794,2,0,0
58,50,0,1,T,1,1,L,99,1,#,58,1050,0,**,244370961,4,0,0
3,100,0,1,T,1,1,a,99,1,12,23,278,0,11,942110225,4,0,1
40,100,0,2,T,1,1,L,99,8,#,19,324,0,12,313750530,4,0,0
63,50,0,1,T,1,1,L,99,1,#,15,3564,0,**,316419547,4,0,0
40,100,0,1,Q,1,1,a,99,99,#,20,324,0,40,900451453,2,0,0
62,30,0,2,Q,1,1,L,99,28,#,61,600,500,42,250189549,3,0,0
25,100,0,2,T,1,1,a,99,6,#,20,324,0,13,985710988,2,0,0
53,70,0,2,K,1,1,L,99,1,12,47,540,0,27,951649780,2,0,1
67,50,0,1,T,1,1,L,99,99,#,44,1080,0,14,300926211,2,0,1
55,100,0,2,K,1,1,L,99,1,#,45,324,0,**,615957616,4,0,0
49,3,8,2,C,1,1,L,3,1,11,44,648,0,23,963193455,2,1,0
38,60,0,1,T,1,1,L,99,1,#,24,480,0,14,325238109,2,0,0
43,3,9,1,D,1,1,a,4,1,12,34,2070,0,1,944680373,2,1,1
32,90,0,2,D,1,1,L,99,1,11,28,294,0,**,970320404,4,0,1
50,70,0,1,K,1,1,a,99,1,12,39,2800,0,**,607038054,2,0,0
19,3,4,1,T,1,1,L,3,1,#,69,1200,0,12,965628781,2,0,0
18,20,0,1,C,1,1,a,99,8,#,18,19220,0,23,252238803,2,0,0
44,3,8,2,R,1,1,L,3,1,#,40,980,0,**,986757744,2,1,0
49,70,0,1,T,1,1,L,99,1,11,49,594,500,**,256222487,4,0,1
49,10,6,2,T,1,1,L,4,1,12,41,2040,0,12,340006893,2,0,0
53,100,0,1,T,1,1,L,99,1,11,49,324,0,11,968124158,4,0,0
37,110,0,1,K,1,1,L,99,1,#,24,1200,0,28,615209960,4,0,0
51,130,0,2,T,1,1,L,99,1,12,44,2200,0,**,318714380,4,0,0
49,100,0,2,T,1,1,L,99,1,12,54,540,500,**,988234224,4,0,0
37,60,0,1,H,1,1,L,99,1,#,18,240,0,5,200802971,2,0,0
52,100,0,2,T,1,1,a,99,6,#,31,324,0,12,313323395,2,0,0
0,100,0,#,T,2,1,L,99,1,#,999,626,0,13,959520334,2,0,0
26,60,0,1,T,1,1,L,99,1,#,20,324,0,22,944040642,2,0,1
33,100,0,2,T,1,1,L,99,1,#,23,324,0,13,318179942,4,0,0
55,30,0,1,Q,1,1,a,99,1,12,55,1,0,**,258927343,4,0,0
14,10,0,2,R,1,#,9,99,22,#,20,1,500,18,253152940,2,0,0
43,10,0,2,T,1,1,R,99,1,#,43,10000,500,**,245801435,2,0,0
54,10,4,2,K,1,1,L,5,1,#,51,1980,0,27,969936734,2,1,1
29,5,0,1,T,1,1,L,99,28,#,29,1,500,20,259200852,2,0,0
39,100,0,2,T,1,1,a,99,1,12,42,324,0,14,245944376,4,0,0
25,80,0,2,C,1,1,L,99,1,#,24,360,0,23,243712255,2,0,1
63,50,0,2,T,1,1,L,99,1,#,62,648,500,**,241969948,3,0,1
37,80,0,2,T,1,1,L,99,1,11,36,500,0,20,988687967,4,0,1
25,60,0,1,T,1,1,L,99,17,#,19,3360,0,14,942267206,2,0,1
24,60,0,1,Q,1,1,L,99,1,#,14,1680,0,41,907487693,2,0,1
31,90,0,2,T,1,1,a,99,1,#,23,11439,0,13,956301346,4,0,1
28,100,0,2,T,1,1,a,99,1,12,22,960,0,14,969652355,4,0,0
34,100,0,1,T,1,1,a,99,26,11,27,324,0,13,965349359,4,0,0
45,100,0,2,K,1,1,L,99,1,12,40,324,0,**,954015850,4,0,0
48,3,9,1,R,1,1,L,4,1,#,44,240,0,16,957934592,2,1,1
58,30,0,2,T,1,#,9,99,1,#,58,1,500,**,259232519,4,0,0
34,50,0,2,Q,1,1,a,99,1,12,33,6182,0,**,254276921,2,0,2
54,90,0,1,Q,1,1,L,99,1,#,7,520,0,43,900332166,4,0,0
53,30,0,2,K,1,1,a,99,1,#,53,1,0,**,253693975,4,0,0
22,80,0,2,N,1,1,L,99,17,#,12,2329,0,34,804949230,2,0,1
33,40,0,1,T,1,1,L,99,1,#,31,2700,0,14,250667505,4,0,0
48,70,0,1,H,1,1,a,99,1,12,44,130,0,6,985706440,4,0,1
48,10,7,2,Q,1,1,L,6,1,#,31,400,0,46,901780463,2,1,1
48,50,0,1,T,1,1,a,99,1,11,39,525,0,14,946065758,2,0,0
50,40,0,1,C,1,#,#,99,8,#,49,7786,500,23,994701724,2,0,1
28,70,0,1,T,1,1,L,99,1,12,28,240,500,**,250331363,4,0,0
29,70,0,1,T,1,#,#,99,99,#,28,1300,0,13,245720511,4,0,1
24,70,0,2,C,1,1,L,99,1,#,9,1290,0,**,507507248,2,0,0
69,50,0,2,K,1,1,L,99,8,#,66,1296,500,27,991592717,4,0,0
62,50,0,1,Q,1,1,L,99,99,#,51,1,0,43,905839792,4,0,0
31,100,0,1,K,1,1,L,99,1,#,25,4321,0,29,955095440,2,0,0
34,100,4,1,T,1,1,a,3,11,#,23,324,0,12,309021611,2,0,0
47,90,0,2,T,1,1,L,99,1,#,46,3500,0,**,246286351,4,0,0
20,10,3,2,K,1,1,L,3,12,#,17,1380,0,28,974287529,3,0,0
29,90,0,1,T,1,1,a,99,1,12,26,4440,0,23,991469636,4,0,0
42,40,0,1,T,1,1,L,99,12,11,39,7680,0,14,976862302,2,0,0
22,0,2,1,T,1,1,L,7,6,12,19,240,0,**,971871728,2,0,0
14,100,0,2,K,1,1,L,99,12,11,46,540,0,25,245593337,4,0,0
28,60,0,1,T,1,1,L,99,1,#,14,9000,0,**,325143992,2,0,0
35,90,0,2,Q,1,1,L,99,1,11,34,780,0,**,987865183,4,0,1
29,10,3,1,T,1,1,L,3,1,11,27,120,500,15,244345326,2,0,0
77,50,0,2,K,1,1,L,99,1,#,76,1560,0,**,254002646,3,0,0
57,100,0,1,T,1,1,L,99,1,#,52,130,0,14,952705663,4,0,0
47,130,0,2,T,1,1,L,99,99,#,27,1400,0,13,301314629,4,0,0
63,30,0,2,H,1,1,a,99,1,11,62,1,0,4,257264251,4,0,0
37,70,0,2,T,1,1,L,99,1,#,36,4810,0,13,244088338,4,0,1
26,100,3,2,K,1,1,a,10,1,#,24,240,0,27,241582304,2,0,0
32,80,0,1,K,1,1,L,99,1,11,25,2600,0,28,607531603,2,0,1
35,3,3,1,T,1,1,L,10,1,11,32,1090,0,13,979210773,2,1,0
40,100,0,1,T,1,1,L,99,1,#,28,518,0,13,317300991,2,0,0
49,140,0,2,C,1,1,a,99,10,#,27,540,0,23,503008971,4,0,1
25,50,0,2,C,1,1,L,99,17,#,18,500,0,23,516435020,2,0,1
47,3,10,2,T,1,1,L,3,21,#,47,2678,0,11,247292868,2,1,1
36,90,0,1,T,1,1,L,99,1,#,26,2640,0,**,307141803,4,0,0
51,90,0,2,T,1,1,L,99,1,12,50,1440,500,**,993525354,4,0,0
38,100,0,1,S,1,1,a,99,1,11,31,2190,0,27,963432939,4,0,0
54,60,0,2,Q,1,1,L,99,1,#,15,5828,0,**,907391480,2,0,1
61,10,4,1,T,1,#,9,9,21,#,59,1920,500,20,994985175,2,1,0
36,80,0,2,K,1,1,L,99,1,#,19,240,0,26,604856135,4,0,0
54,90,0,1,T,1,1,L,99,1,11,54,480,500,**,252711955,4,0,0
38,100,0,2,C,1,1,L,99,1,#,22,540,0,23,514799450,2,0,0
62,50,0,2,K,1,1,L,99,1,11,61,600,500,**,245009960,4,0,0
43,80,0,2,T,1,0,9,99,6,#,28,1058,0,14,305867259,4,0,1
19,60,0,2,T,1,1,L,99,1,11,57,4920,0,**,965653776,2,0,1
21,90,0,2,T,1,1,L,99,1,12,21,480,0,13,240632152,4,0,1
27,100,0,2,K,1,1,L,99,1,#,20,324,0,**,945106480,3,0,0
39,50,0,2,C,1,1,L,99,1,12,39,444,0,21,251387957,2,0,1
21,80,0,1,T,1,1,L,99,17,#,17,1007,0,1,962995619,2,0,0
