region,id,campaign,contract_type,payway,paid_flg,arrears_at,pref,career,sex,arrears_count,domain,amount,age,selling_method,entry_age,customer_rank,identified_doc,bill_updage_count
T,944898529,L,1,2,0,99,12,11,2,0,0,1342,27,1,21,50,1,2
N,982261553,L,1,2,0,6,**,12,2,1,0,324,43,1,41,100,1,0
T,310171022,L,1,4,0,99,13,#,2,0,0,972,39,1,18,100,8,0
T,254967749,a,1,4,0,99,12,#,1,0,0,1450,21,1,44,20,1,0
T,981406047,a,1,4,0,99,11,11,1,0,0,972,22,1,17,100,8,0
T,250170232,L,1,2,0,99,12,11,1,0,0,1000,55,1,43,30,1,0
C,257269539,L,1,2,0,99,23,#,2,0,500,400,48,1,48,5,1,0
N,988190679,L,1,2,0,99,**,11,1,0,500,756,37,1,33,60,1,1
N,804407739,L,1,4,0,99,34,#,1,0,0,1,76,0,66,50,99,0
,948562398,,,,0,,,,,,,240,,,,,,
K,945830926,a,1,4,0,99,28,#,1,0,0,999,36,1,28,90,1,1
T,308251980,L,1,2,0,99,13,#,1,0,0,864,41,1,30,50,1,0
T,978319286,L,1,2,0,99,**,#,1,0,500,324,57,1,54,100,1,0
T,942110225,a,1,4,0,99,11,12,1,0,0,278,3,1,23,100,1,1
K,615107229,L,1,4,0,10,27,#,1,3,0,1200,36,1,23,60,1,0
T,304080987,L,1,2,0,99,11,#,1,0,0,1200,57,1,41,100,1,1
T,314917540,L,1,4,0,99,13,#,2,0,0,120,43,1,28,100,10,0
C,514840928,L,1,2,0,99,13,#,1,0,0,1007,33,1,20,70,1,2
T,241612821,L,1,4,0,99,**,12,2,0,0,1200,13,1,45,20,1,1
K,989612048,L,1,4,0,99,**,#,2,0,0,250,19,1,46,60,1,1
K,607542051,L,1,4,0,99,27,#,2,0,0,1800,32,1,24,100,1,0
T,990086826,L,1,2,1,4,12,#,2,4,0,2140,18,1,36,3,1,2
T,956729237,L,1,4,0,3,**,11,2,8,0,324,27,1,19,0,8,0
T,986277569,L,1,2,0,99,11,#,1,0,0,135,40,1,38,50,1,1
Q,969639797,L,1,2,0,3,40,#,1,3,0,960,18,1,42,0,99,1
,241960871,,,,0,,,,,,,980,,,,,,
T,325440031,L,1,4,0,99,14,#,1,0,0,1050,47,1,35,90,99,0
T,318175170,L,1,2,0,99,**,#,1,0,0,13776,21,1,12,40,8,1
N,801438630,L,1,4,0,99,34,#,2,0,0,324,43,1,26,100,1,0
R,700075677,L,1,3,0,9,18,#,2,1,0,324,48,1,28,100,1,0
C,508399243,a,1,3,1,10,23,#,2,3,0,1058,48,1,35,3,25,1
Q,995755741,#,1,2,0,5,42,#,2,3,500,960,26,#,25,3,1,0
R,703753255,L,1,4,0,99,16,#,2,0,0,872,48,1,40,120,1,0
Q,975032794,L,1,4,0,99,45,11,2,0,0,324,59,1,54,100,1,0
T,967043715,a,1,2,0,99,14,11,2,0,0,1840,25,1,19,70,17,1
K,255338481,L,1,2,0,99,**,11,2,0,500,1,73,1,73,30,1,0
C,503508495,a,1,4,0,99,23,#,1,0,0,480,40,1,19,100,1,0
D,104011076,L,1,2,1,10,1,#,2,3,0,610,22,1,32,3,8,0
,955791589,,,,0,,,,,,,480,,,,,,
T,989042602,L,1,2,0,5,13,#,1,8,0,525,60,1,58,10,1,0
T,952620036,a,1,4,0,99,13,#,2,0,0,560,24,1,17,80,17,1
K,248000996,#,1,4,0,99,27,#,1,0,500,980,43,#,42,5,27,0
T,248204249,L,1,4,0,99,14,11,1,0,0,5200,42,1,37,70,1,0
C,244535275,#,1,2,0,99,23,#,2,0,500,594,41,#,41,50,1,1
D,969999084,L,2,2,0,99,1,#,#,0,0,700,0,1,999,50,1,1
T,952117869,L,1,2,0,3,13,12,1,5,0,759,50,1,44,10,1,1
T,951576139,L,1,4,0,99,**,11,2,0,0,972,28,1,20,100,1,1
T,249199640,#,1,3,0,99,13,#,2,0,500,1,50,#,50,20,1,0
,960945792,,,,0,,,,,,,1200,,,,,,
,253501095,,,,0,,,,,,,29060,,,,,,
K,607038054,a,1,2,0,99,**,12,1,0,0,2800,50,1,39,70,1,0
T,305098680,a,1,2,0,99,14,#,1,0,0,2287,59,1,42,60,1,1
T,307392087,L,1,2,1,3,12,11,2,6,0,130,41,1,31,0,1,0
S,403060715,L,1,2,0,99,38,#,2,0,0,540,19,1,31,100,99,0
N,962789488,a,1,4,0,99,33,#,2,0,0,700,65,1,58,100,99,0
K,994349385,L,1,4,0,99,**,11,2,0,0,400,32,1,31,80,1,1
T,986524752,L,1,2,0,99,13,#,1,0,0,1080,27,1,25,30,27,1
Q,940874949,L,1,4,0,99,40,#,1,0,0,880,51,1,44,90,1,0
D,987629174,L,1,2,1,3,1,12,2,7,0,521,63,1,61,0,21,0
T,947823680,a,1,4,0,99,**,12,1,0,0,324,39,1,31,100,1,0
T,965422193,L,2,2,0,99,46,12,#,0,0,1620,0,1,999,50,1,1
,971171848,,,,1,,,,,,,480,,,,,,
Q,992542408,L,1,4,0,99,44,12,2,0,0,2149,60,1,57,80,1,1
Q,906382449,L,1,2,0,99,40,12,2,0,0,960,45,1,32,110,1,0
K,250690959,L,1,4,0,99,29,12,1,0,0,3065,27,1,26,80,1,0
T,252819381,L,1,4,0,99,14,16,1,0,500,324,59,1,53,80,1,1
K,242209338,L,1,2,0,99,18,#,1,0,500,8337,30,1,30,50,1,1
T,993347749,L,1,2,0,99,13,#,1,0,0,360,41,1,40,40,1,0
T,318371150,L,1,2,1,99,11,#,1,0,0,340,21,1,38,0,1,0
C,987966479,a,1,4,0,99,22,12,2,0,0,1599,30,1,26,100,1,1
T,972354525,L,1,4,0,99,**,#,1,0,0,485,62,1,59,50,1,1
H,204627015,L,1,4,0,99,11,#,2,0,0,13404,26,1,15,100,1,2
T,977296911,L,1,2,0,4,**,11,1,3,500,2052,51,1,46,100,1,0
T,243231988,L,1,2,1,3,23,#,1,9,0,1,22,1,20,0,1,0
C,968982908,L,1,2,0,99,22,#,2,0,0,540,47,1,43,50,1,1
T,949078837,a,1,2,0,3,40,#,2,7,0,360,30,1,22,3,1,0
T,245166346,L,1,4,0,99,**,12,1,0,0,3600,52,1,52,70,1,0
T,981602580,L,1,4,0,99,1,12,1,0,0,324,37,1,32,100,1,0
R,995370139,L,1,4,0,99,17,#,1,0,500,410,59,1,56,90,1,1
K,959406990,a,1,3,1,10,27,#,1,3,0,120,36,1,31,3,1,1
T,959513275,L,1,4,0,99,14,#,2,0,0,480,27,1,23,60,1,1
C,247736494,L,1,2,0,99,23,11,2,0,500,360,57,1,57,50,1,0
T,965800013,L,1,4,0,99,**,11,1,0,0,500,50,1,46,100,1,0
Q,969452206,L,1,4,0,99,47,11,2,0,0,1080,31,1,27,100,1,0
K,992736390,L,1,4,0,99,27,12,2,0,0,980,30,1,29,90,1,1
Q,989661257,L,1,4,0,99,40,12,1,0,0,594,22,1,52,80,1,1
K,615890225,L,1,4,0,99,**,11,2,0,0,1110,45,1,37,100,1,0
T,317384346,L,1,4,0,99,11,#,1,0,0,1058,45,1,31,110,99,1
T,963036323,L,1,4,0,99,13,#,2,0,0,324,25,1,20,100,6,0
T,983606479,L,1,2,0,99,**,#,1,0,0,810,42,1,41,50,1,0
,509138988,,,,0,,,,,,,1710,,,,,,
T,944602307,L,1,2,1,3,8,#,1,8,0,324,42,1,35,100,1,0
K,240508190,R,1,2,0,99,27,#,1,0,0,324,29,1,28,50,1,0
K,244989538,L,1,4,0,99,29,12,2,0,500,648,28,1,25,90,1,0
T,303634993,L,1,2,0,99,8,#,1,0,0,1,47,1,29,70,1,0
T,307467726,a,1,2,1,10,12,#,1,3,0,1080,47,1,35,3,99,0
N,801032049,L,1,4,0,99,27,#,1,0,0,6000,40,1,22,120,99,0
,967580723,,,,0,,,,,,,980,,,,,,
T,607552973,L,1,4,0,99,**,11,1,0,0,9340,49,1,42,100,1,0
T,305656380,L,1,3,0,10,13,#,2,3,0,29000,33,1,17,30,1,1
K,605992299,L,1,2,0,99,26,#,1,0,0,8198,27,1,15,150,1,2
T,314579982,L,1,2,0,99,14,#,1,0,0,1440,33,1,15,10,1,1
N,988304566,L,1,4,0,99,**,#,1,0,0,19299,17,1,50,20,1,0
K,952380348,L,1,4,0,99,27,11,2,0,0,90,28,1,22,100,1,1
Q,977904233,a,1,4,0,99,42,#,1,0,0,840,24,1,19,100,1,0
K,947979344,L,1,3,0,99,29,#,1,0,0,1000,31,1,24,0,11,1
,960495824,,,,0,,,,,,,4400,,,,,,
Q,988114251,a,1,2,0,99,**,12,2,0,0,1000,36,1,32,90,1,0
T,971792720,a,1,2,0,99,**,11,1,0,0,594,39,1,34,60,1,1
Q,243207663,L,1,2,0,99,**,11,2,0,0,296,30,1,30,50,1,1
T,996530907,L,1,1,0,4,12,12,1,3,0,9444,19,1,19,10,1,0
D,103749530,L,1,3,0,11,1,#,2,1,0,3240,42,1,28,50,99,0
Q,906860380,L,1,4,0,99,47,#,1,0,0,1000,53,1,44,90,1,0
,507278901,,,,0,,,,,,,130,,,,,,
N,251803494,L,1,4,0,99,34,11,1,0,500,9670,37,1,37,90,1,1
T,994483028,L,1,4,0,99,11,#,2,0,0,980,33,1,32,50,8,0
K,953330403,L,1,4,0,99,28,12,2,0,0,999,27,1,22,80,1,1
T,250260431,L,1,2,0,99,14,#,1,0,0,700,54,1,52,50,1,1
H,988530490,L,1,3,0,7,7,12,1,6,0,2149,34,1,33,3,1,1
K,245968402,L,1,2,0,99,27,#,1,0,0,3180,59,1,57,100,28,0
C,945822028,L,1,4,0,99,**,#,1,0,0,2610,26,1,20,90,1,1
C,503703514,L,1,4,0,99,23,#,2,0,0,27348,46,1,27,140,99,1
N,803093999,L,1,2,0,99,34,#,2,0,0,579,51,1,35,100,99,1
Q,962369805,L,1,2,0,9,**,#,2,1,0,1000,25,1,20,40,1,2
C,248390797,L,1,2,0,99,23,12,1,0,500,1520,42,1,40,50,1,1
T,254669883,a,1,2,0,99,8,#,2,0,0,1,41,1,41,5,10,0
T,969416721,L,1,2,0,99,10,11,2,0,0,480,34,1,31,20,1,0
T,974961759,L,1,2,1,3,14,12,2,4,0,1680,63,1,60,0,8,0
T,943124940,L,1,2,0,99,**,#,1,0,0,3160,36,1,29,50,1,1
N,803678135,L,1,4,0,99,**,#,2,0,0,120,59,1,43,110,99,0
T,313117179,a,1,4,0,99,19,#,1,0,0,1080,44,1,23,100,6,1
K,614057101,a,1,2,1,10,27,#,2,3,0,610,47,1,31,3,99,0
T,966462101,a,1,2,0,6,20,11,2,2,0,240,46,1,40,0,1,0
T,947828015,L,1,4,0,99,8,11,2,0,0,610,27,1,20,60,1,0
K,987079981,L,1,4,0,99,**,12,1,0,0,700,56,1,52,100,1,1
R,995389502,L,1,3,1,8,16,11,2,5,0,2450,18,1,18,3,8,0
H,201262265,L,1,3,0,99,11,#,2,0,0,2200,47,1,31,100,1,0
Q,244323509,L,1,2,0,99,43,11,2,0,0,480,37,1,37,50,1,0
R,703520603,L,1,3,0,99,16,11,2,0,0,120,34,1,24,90,1,1
C,506852942,L,1,2,0,9,21,#,1,1,0,5400,29,1,43,40,1,0
S,991715516,L,1,2,0,99,38,#,2,0,0,540,16,1,50,20,1,1
,905277926,,,,0,,,,,,,120,,,,,,
,245448235,,,,0,,,,,,,3000,,,,,,
K,252473148,L,1,4,0,99,27,#,2,0,0,1180,16,1,43,20,1,0
D,104317212,L,1,3,0,99,1,#,2,0,0,3538,23,1,15,60,99,1
T,249997046,L,1,4,0,99,26,#,1,0,500,1007,29,1,27,90,1,1
T,250661706,#,1,4,0,99,12,#,2,0,500,1,12,0,55,20,1,0
K,996515914,L,1,4,0,99,**,#,2,0,0,600,43,1,42,100,1,1
K,959649290,L,1,2,0,3,27,11,1,6,0,3600,29,1,25,10,1,0
,947782950,,,,1,,,,,,,2180,,,,,,
T,250054777,#,1,4,0,99,**,#,2,0,500,1,24,#,24,40,1,0
T,252444147,L,1,2,0,99,**,#,2,0,500,1080,70,1,68,50,1,1
K,256237954,#,1,1,0,99,29,#,2,0,0,1,30,#,28,3,1,0
,997420204,,,,0,,,,,,,8400,,,,,,
,994846887,,,,0,,,,,,,4260,,,,,,
T,940958250,a,1,2,0,4,14,#,1,8,0,1110,42,1,33,10,1,0
Q,962403167,L,1,4,0,99,40,#,1,0,0,1500,26,1,21,3,1,1
Q,250685422,L,1,1,0,99,46,12,2,0,500,48,50,1,50,3,1,0
,961790135,,,,0,,,,,,,200,,,,,,
K,944968699,L,1,4,0,99,25,#,2,0,0,13565,26,1,20,100,1,1
S,965774340,a,1,4,0,99,**,12,1,0,0,1007,37,1,30,100,1,1
T,249993362,a,2,2,0,4,11,#,1,7,0,563,999,1,999,3,1,1
N,804320423,a,1,4,0,99,34,#,2,0,0,324,23,1,10,110,1,0
C,257044518,L,1,4,0,99,23,11,1,0,500,200,51,1,51,30,1,0
T,325588726,L,1,2,0,99,14,#,1,0,0,1750,35,1,22,50,8,0
T,253369296,L,1,2,1,3,12,#,1,4,500,1680,42,1,41,100,1,0
S,259968746,a,1,2,0,99,**,12,2,0,0,540,31,1,30,30,1,0
T,247817303,a,1,4,0,99,14,12,1,0,0,4270,27,1,27,80,1,0
C,957472776,L,1,3,1,8,**,#,2,5,0,960,52,1,47,3,1,1
C,515361860,L,1,4,0,99,23,#,2,0,0,1007,35,1,24,110,99,1
,256135973,,,,0,,,,,,,960,,,,,,
T,249222918,L,1,4,0,99,**,12,2,0,500,1077,59,1,59,90,1,1
T,988740866,a,1,2,1,6,12,11,2,1,0,3129,25,1,60,20,26,0
Q,900914442,0,1,2,0,99,44,#,2,0,0,1,69,1,51,50,99,0
T,247587452,a,1,2,0,99,13,#,1,0,0,38921,79,1,77,40,1,1
T,987686376,L,1,4,0,99,13,11,1,0,0,400,59,1,55,80,1,0
T,318493618,L,1,4,0,99,**,#,2,0,0,1369,45,1,37,110,1,1
,256214141,,,,0,,,,,,,19810,,,,,,
T,241647821,L,1,4,0,99,**,11,2,0,0,353,6,1,31,2,1,1
T,967128029,L,1,4,1,99,14,11,1,0,0,540,65,1,59,100,1,0
K,940110194,L,1,4,1,99,26,#,1,0,0,17812,59,1,52,50,99,1
T,989548678,#,1,2,0,99,14,11,1,0,500,9934,34,#,33,50,23,1
C,982152330,a,1,4,0,99,22,#,2,0,0,853,20,1,43,20,99,1
Q,981607809,L,1,2,0,3,40,11,1,7,0,315,27,1,25,100,1,0
T,964519390,L,1,4,0,99,14,11,1,0,0,100,65,1,58,100,1,0
N,246097706,R,1,3,1,4,35,#,2,7,0,1007,34,1,34,0,1,1
,246438753,,,,0,,,,,,,23600,,,,,,
T,250481601,a,1,2,0,99,12,11,2,0,0,800,22,1,20,50,1,1
T,318603396,L,1,4,0,99,13,#,2,0,0,8280,22,1,15,100,17,0
,253470251,,,,1,,,,,,,1410,,,,,,
H,254985344,a,1,4,0,99,5,11,2,0,0,999,32,1,32,60,1,1
K,942764704,L,1,3,0,99,28,11,1,0,0,529,32,1,24,80,1,1
T,960658070,a,1,4,0,10,11,11,2,3,0,324,29,1,22,60,1,1
K,977562402,L,1,4,0,99,**,11,2,0,0,500,26,1,24,100,1,1
K,614159392,L,1,4,0,99,26,#,2,0,0,1080,34,1,20,90,8,0
K,613196834,a,1,2,0,11,27,#,1,1,0,600,27,1,32,50,1,1
C,505889253,L,1,2,0,99,22,#,2,0,0,1,57,1,40,80,99,0
T,254483243,a,1,4,0,99,**,11,1,0,0,120,36,1,43,70,1,0
T,975276882,L,1,4,0,99,37,11,2,0,0,226,28,1,25,80,1,1
,310222942,,,,0,,,,,,,120,,,,,,
N,253687375,L,1,2,1,3,34,12,2,4,0,6539,21,1,21,0,1,0
T,327595405,L,1,2,0,99,11,11,1,0,0,980,32,1,24,60,1,0
T,953176979,a,1,4,0,99,13,11,2,0,0,100,32,1,24,110,10,0
,244212912,,,,1,,,,,,,400,,,,,,
K,989803445,L,1,2,0,99,28,#,2,0,0,540,45,1,41,100,1,0
C,252697455,9,1,4,0,99,8,#,1,0,500,38160,42,#,42,40,1,0
C,500042002,a,1,4,0,99,24,#,2,0,0,11962,49,1,24,130,1,1
T,301502187,a,1,2,0,99,10,#,2,0,0,6560,42,1,22,100,1,0
T,245773176,L,1,2,0,99,**,12,2,0,500,480,27,1,26,50,1,0
,307211266,,,,0,,,,,,,130,,,,,,
,984156386,,,,0,,,,,,,15440,,,,,,
T,965334491,L,1,2,0,12,**,11,1,1,0,1771,48,1,44,40,1,1
H,254920768,L,1,2,1,3,7,12,1,3,0,1,62,1,62,100,1,0
T,307000368,L,1,2,1,99,13,#,1,0,0,240,35,1,24,50,1,0
T,990646284,L,2,2,0,99,14,#,#,0,500,980,0,1,999,60,1,0
R,700264027,L,1,4,0,99,14,#,2,0,0,432,46,1,28,100,6,0
T,994434633,L,1,4,0,99,14,12,1,0,0,6980,23,1,20,180,1,0
Q,904673914,L,1,2,0,99,43,#,2,0,0,4700,43,1,30,100,99,1
Q,251113381,L,1,2,0,99,42,#,2,0,500,120,16,1,69,20,1,0
T,975279203,L,1,2,0,99,**,15,1,0,500,2620,26,1,23,60,1,0
T,952301898,L,1,4,0,99,13,#,2,0,0,1360,30,1,24,90,1,0
K,242953295,L,1,4,0,99,27,12,1,0,0,633,32,1,31,60,8,0
T,325586497,L,1,4,0,99,14,#,2,0,0,375,38,1,26,120,1,1
T,963050263,a,1,2,0,3,13,12,2,4,0,6000,24,1,17,0,17,0
K,604177014,L,1,4,0,99,12,#,1,0,0,626,36,1,16,100,1,0
C,257003611,L,1,2,0,99,**,#,1,0,500,1200,46,1,45,30,1,1
T,964857514,L,1,4,0,99,15,11,2,0,0,1000,28,1,23,110,1,1
H,946273876,a,1,2,0,99,4,#,2,0,0,610,22,1,16,50,1,0
T,328362977,L,1,4,0,99,14,#,2,0,0,324,25,1,17,100,8,0
K,241409704,L,1,2,0,6,27,12,2,1,0,3670,22,1,22,30,1,1
N,958516147,a,1,4,0,99,33,#,1,0,0,1500,50,1,43,90,1,0
C,990033711,L,1,4,0,99,23,11,1,0,0,240,48,1,47,80,1,0
Q,994273389,M,1,2,0,8,47,#,1,1,0,4100,39,1,36,40,1,1
T,303753228,L,1,4,0,99,9,#,2,0,0,240,46,1,28,110,1,0
K,250244904,L,1,2,0,99,29,#,1,0,500,120,26,1,26,50,1,0
C,513724162,L,1,2,0,99,23,#,2,0,0,5724,42,1,27,60,1,1
C,952580789,L,1,4,0,99,**,11,2,0,0,648,46,1,40,100,1,0
R,700301795,L,1,2,0,5,17,#,1,2,0,19888,45,1,24,20,1,0
T,252906540,9,1,4,0,99,**,#,1,0,500,340,42,#,41,80,1,0
T,245890626,L,1,4,0,99,14,#,2,0,500,7400,45,1,47,80,1,1
T,327139747,L,1,4,0,99,11,#,1,0,0,600,26,1,17,100,17,0
T,967456643,L,1,3,0,4,13,12,1,2,0,16130,27,1,23,0,1,0
,945590724,,,,0,,,,,,,1470,,,,,,
T,323412450,L,1,4,0,99,13,#,2,0,0,2489,40,1,22,100,1,0
T,328129283,L,1,3,1,5,13,12,1,8,0,2060,25,1,17,3,17,0
Q,997538970,L,1,4,0,99,40,12,1,0,0,324,18,1,45,100,1,0
,258180010,,,,0,,,,,,,840,,,,,,
T,987888846,L,1,4,0,99,14,11,1,0,0,2420,46,1,17,110,8,0
D,987092441,L,1,2,0,99,1,16,1,0,500,720,67,1,65,50,1,0
T,314928141,L,1,4,0,99,9,#,1,0,0,9090,42,1,27,90,1,0
K,615153047,L,1,4,0,99,26,#,2,0,0,324,45,1,33,100,1,0
K,991470873,L,1,4,0,99,**,12,2,0,0,960,51,1,50,90,1,1
,945834669,,,,0,,,,,,,4580,,,,,,
T,325707642,L,1,2,0,6,13,#,1,5,0,1007,47,1,36,10,99,1
,248618913,,,,0,,,,,,,880,,,,,,
T,967087041,L,1,4,0,99,27,12,1,0,0,1637,24,1,21,100,1,1
K,953057819,a,1,4,0,99,28,12,1,0,0,10000,22,1,21,80,1,0
D,991940255,R,1,2,0,99,1,#,2,0,0,2760,42,1,42,80,1,0
Q,251779630,L,1,4,0,99,46,#,1,0,500,226,28,1,27,100,1,1
T,995160838,L,1,4,0,99,9,12,1,0,0,240,64,1,27,50,1,1
,251447266,,,,0,,,,,,,120,,,,,,
T,306085641,L,1,2,0,99,8,#,2,0,0,950,49,1,38,100,1,0
,981281028,,,,0,,,,,,,130,,,,,,
T,959751938,L,1,2,1,3,11,#,2,10,0,1470,39,1,34,0,1,0
T,940134703,a,1,4,0,99,14,12,1,0,0,360,42,1,32,100,1,0
K,340076234,L,1,4,0,99,28,11,2,0,0,980,42,1,34,120,1,1
T,950242000,L,1,2,0,99,13,12,2,0,0,324,28,1,23,100,8,0
T,248938698,L,1,4,0,99,**,#,1,0,0,1059,35,1,35,70,1,0
N,803257462,a,1,4,0,99,33,#,2,0,0,260,43,1,25,120,99,0
T,303779479,L,1,4,0,99,13,#,1,0,0,4104,45,1,27,120,99,1
T,979125186,L,1,2,0,99,**,12,1,0,0,324,63,1,59,100,1,0
K,961703487,L,1,2,0,99,27,11,1,0,0,2500,27,1,22,70,1,1
T,995167934,L,1,4,0,99,13,11,2,0,0,199,49,1,49,70,8,1
T,328193530,L,1,4,0,99,13,#,2,0,0,3556,48,1,38,90,1,1
C,509134476,a,1,2,0,99,23,#,1,0,0,3340,51,1,40,60,1,0
C,508462914,L,1,2,1,7,22,#,2,6,0,1490,63,1,53,100,1,0
K,989782474,a,1,4,0,99,**,12,2,0,0,980,18,1,46,20,1,1
H,200907488,a,1,2,0,99,4,#,2,0,0,840,52,1,32,60,1,0
K,246618921,L,1,4,0,99,**,12,1,0,0,3140,20,1,20,90,1,1
T,958427294,a,1,4,0,99,**,11,1,0,0,1058,48,1,41,100,1,1
T,314762428,L,1,4,0,99,13,#,1,0,0,380,48,1,32,150,1,1
,318182368,,,,0,,,,,,,600,,,,,,
K,961784130,a,1,2,0,3,**,#,2,1,0,2400,20,1,13,10,17,1
T,300338307,L,1,4,0,99,13,#,2,0,0,400,47,1,25,100,10,0
,947011001,,,,0,,,,,,,1550,,,,,,
K,994518695,L,1,2,0,99,26,#,1,0,0,970,42,1,39,5,1,0
K,613333059,L,1,2,0,99,16,#,1,0,0,1500,7,1,30,2,1,1
H,946366833,L,1,2,0,99,**,11,1,0,0,1058,38,1,30,80,1,0
N,986232924,L,1,4,0,99,**,11,1,0,500,1224,50,1,48,110,1,0
T,983308360,L,1,2,0,99,**,11,2,0,500,600,37,1,34,50,1,0
Q,248669563,L,1,4,0,99,44,12,1,0,0,1,38,1,38,40,1,0
,251802583,,,,0,,,,,,,250,,,,,,
T,981819595,L,1,90,0,99,**,#,2,0,0,2700,18,1,48,20,1,1
T,960542693,a,1,4,0,99,**,11,2,0,0,648,42,1,36,100,1,0
S,403266542,L,1,4,0,99,23,#,2,0,0,788,29,1,14,100,1,0
T,967814632,L,1,2,0,3,13,#,1,9,0,130,34,1,28,100,1,0
K,992211280,L,1,3,0,11,13,#,2,2,500,7500,21,1,20,100,99,0
,964220082,,,,0,,,,,,,660,,,,,,
C,955448416,a,1,4,0,99,22,#,2,0,0,324,23,1,16,100,17,0
T,324409785,a,1,2,1,3,12,#,2,8,0,3000,40,1,23,3,8,0
,991490175,,,,0,,,,,,,200,,,,,,
Q,988831924,a,1,4,0,99,**,12,2,0,0,594,49,1,45,90,1,1
K,515548120,a,1,2,0,99,26,11,1,0,0,648,48,1,35,100,1,0
K,993456672,L,1,2,0,99,30,11,1,0,0,130,26,1,25,50,1,0
D,248588237,a,1,4,0,99,13,12,2,0,0,1967,23,1,22,80,1,1
K,258342859,a,1,2,0,4,25,#,1,6,0,1,5,1,39,2,1,0
,993039445,,,,0,,,,,,,25510,,,,,,
T,317415376,L,1,2,0,99,14,#,1,0,0,1080,41,1,29,100,1,0
T,303949726,L,1,2,0,99,13,#,1,0,0,216,51,1,34,100,1,0
,604347835,,,,1,,,,,,,240,,,,,,
T,327179044,L,1,4,0,99,11,11,1,0,0,600,42,1,32,110,1,0
,242910174,,,,0,,,,,,,400,,,,,,
K,992590698,L,1,4,0,99,28,12,1,0,0,2000,32,1,31,80,1,0
N,803002178,L,1,2,0,99,32,#,1,0,0,5775,42,1,26,80,1,0
D,100368031,a,1,2,0,99,1,#,1,0,0,756,67,1,47,50,1,1
K,605044497,L,1,2,0,99,27,#,1,0,0,2500,35,1,17,50,8,0
N,804200550,a,1,4,0,99,35,#,1,0,0,1620,34,1,20,110,1,1
T,323457865,L,1,2,0,99,11,#,1,0,0,1236,42,1,26,80,1,1
N,986301912,a,1,2,0,99,34,12,2,0,0,8081,31,1,31,50,1,1
T,953780692,L,1,4,0,99,**,#,2,0,0,1007,26,1,18,90,17,1
S,403874003,L,1,3,0,99,37,#,2,0,0,1000,47,1,40,60,1,1
T,959490186,L,1,2,0,4,**,12,1,7,0,324,51,1,46,100,1,0
T,257370674,a,1,4,0,99,10,11,2,0,0,1,38,1,38,30,1,0
C,251050407,L,1,4,0,99,**,#,2,0,500,540,15,1,43,20,1,1
C,516122572,L,1,2,0,99,23,#,2,0,0,7700,24,1,48,40,99,0
C,957722988,L,1,4,1,5,23,11,2,2,0,480,21,1,16,0,1,0
K,603774149,L,1,2,0,99,28,#,2,0,0,720,42,1,23,80,1,0
N,801223553,L,1,2,0,99,33,#,2,0,0,324,48,1,30,100,99,0
T,304262889,L,1,2,0,99,**,#,2,0,0,500,34,1,18,60,1,1
T,985504744,L,1,4,0,99,12,11,1,0,0,360,41,1,40,100,1,0
T,944676087,a,1,4,0,99,**,11,1,0,0,2587,31,1,22,110,1,1
N,244200430,L,1,2,0,99,35,#,1,0,0,864,17,1,45,100,1,0
,986870547,,,,0,,,,,,,600,,,,,,
K,615571559,L,1,4,1,99,27,#,2,0,0,480,69,1,58,50,1,0
H,203644888,L,1,2,0,99,4,#,2,0,0,120,53,1,38,60,1,0
C,958545573,a,1,2,0,99,23,11,2,0,0,1425,35,1,28,70,1,1
H,204402610,L,1,2,0,10,**,#,1,3,0,1530,27,1,16,40,1,0
,251837890,,,,0,,,,,,,130,,,,,,
C,508613217,L,1,4,0,99,23,#,1,0,0,4500,21,1,36,110,1,1
K,962923252,a,1,4,0,99,40,11,1,0,0,700,31,1,25,90,1,1
,246813317,,,,0,,,,,,,210,,,,,,
T,318374164,L,1,2,0,99,21,#,1,0,0,68480,22,1,15,70,1,0
T,968704693,L,1,2,0,99,14,12,1,0,0,3226,23,1,19,60,17,1
,991686599,,,,0,,,,,,,1200,,,,,,
K,953995409,L,1,2,1,3,**,12,2,7,0,2149,23,1,18,10,1,1
C,507822746,L,1,4,0,99,23,#,1,0,0,99,27,1,15,150,10,1
T,324157449,L,1,4,0,99,13,#,1,0,0,7200,41,1,26,110,1,1
T,907509326,a,1,4,0,99,**,11,1,0,0,1639,51,1,41,100,1,1
T,246220856,L,1,2,0,99,**,#,1,0,0,324,47,1,45,3,1,1
T,240530413,L,1,4,0,99,13,#,1,0,0,432,15,1,46,100,1,0
T,986294660,L,1,4,0,99,**,15,2,0,500,120,44,1,43,90,1,0
T,973016184,L,1,4,0,99,5,11,2,0,0,594,43,1,40,100,1,1
C,958787553,L,1,2,0,99,21,11,1,0,0,4400,25,1,21,110,1,1
T,983666838,L,1,2,0,99,12,11,2,0,0,4500,39,1,38,50,1,1
N,989039300,a,1,4,0,99,**,12,2,0,0,5200,49,1,45,110,1,1
T,967408356,a,1,2,0,99,**,11,2,0,0,8679,49,1,43,60,1,1
T,955765606,L,1,4,0,99,**,11,2,0,0,1007,25,1,19,100,1,0
N,258714853,L,1,4,0,99,33,11,1,0,500,540,40,1,40,30,1,0
T,982658702,a,1,4,0,99,**,11,2,0,0,120,21,1,43,100,1,0
C,500921052,a,1,2,0,99,23,#,1,0,0,855,52,1,29,100,1,0
