customer_rank,arrears_at,identified_doc,career,pref,sex,region,bill_updage_count,id,domain,campaign,contract_type,entry_age,age,payway,arrears_count,amount,paid_flg,selling_method
60,10,10,11,22,1,C,0,247751457,0,L,1,35,35,4,1,240,0,1
50,99,1,12,23,1,C,0,998117218,0,L,1,34,34,2,0,1600,0,1
50,99,1,#,23,1,C,0,251950514,0,L,1,30,30,4,0,2400,0,1
50,99,1,11,**,1,T,0,995337847,500,L,1,64,65,4,0,900,0,1
50,99,1,11,**,1,T,0,250202119,0,L,1,60,60,4,0,324,0,1
100,3,11,#,14,1,T,0,305724542,0,a,1,20,35,2,4,1944,0,1
70,99,1,#,14,1,T,1,317161919,0,a,1,37,50,2,0,3,0,1
50,99,1,#,4,2,H,0,959465775,0,L,1,21,26,2,0,960,0,1
70,99,1,#,**,1,K,1,604360151,0,L,1,9,60,2,0,500,0,1
3,4,99,#,46,2,Q,1,945205051,0,a,1,29,34,2,9,2014,1,1
100,99,1,#,13,1,H,0,203380683,0,L,1,25,43,4,0,1404,0,1
100,99,1,#,43,1,Q,0,997537247,500,#,1,28,29,2,0,540,0,#
3,10,1,11,14,2,T,1,984644640,0,L,1,23,25,2,3,1727,1,1
60,99,1,11,**,2,C,1,990299309,0,L,1,30,33,2,0,12673,0,1
50,99,1,11,**,2,S,0,250467384,0,a,1,42,42,2,0,2800,0,1
100,99,17,12,27,2,K,0,946799462,0,L,1,17,26,2,0,3299,0,1
50,99,1,#,**,1,C,0,514973442,0,L,1,18,33,2,0,240,0,1
20,99,1,#,23,1,C,0,503882676,0,L,1,23,13,4,0,240,0,1
50,99,1,#,40,1,Q,0,906407898,0,a,1,22,34,2,0,27480,0,1
100,99,99,#,13,2,T,0,304478969,0,L,1,32,46,4,0,324,0,1
50,99,1,11,**,1,H,0,245602905,0,L,1,35,35,2,0,1,0,1
50,99,1,11,**,1,Q,0,941379257,0,L,1,57,65,2,0,181,0,1
100,99,1,11,14,2,T,0,967493796,0,L,1,29,35,4,0,271,0,1
70,99,1,#,27,1,K,1,615676618,0,L,1,22,32,2,0,3000,0,1
120,99,1,11,28,2,K,1,340076234,0,L,1,34,42,4,0,980,0,1
100,99,99,#,8,2,T,0,324908142,0,L,1,43,55,4,0,324,0,1
50,99,99,#,10,1,T,0,300936477,0,L,1,48,69,2,0,8640,0,1
100,3,1,#,**,1,T,0,976911239,0,a,1,17,23,2,9,324,1,1
20,99,27,#,13,2,T,1,241634052,0,L,1,22,23,2,0,3000,0,1
20,4,1,12,46,2,Q,0,907545595,0,L,1,18,27,2,3,2050,1,1
100,99,1,#,23,1,C,0,516416986,0,L,1,47,57,4,0,1100,0,1
100,99,1,#,**,1,K,0,940235154,0,L,1,31,37,2,0,756,0,1
60,99,20,#,27,1,K,1,607424741,0,a,1,27,37,2,0,2149,0,1
10,4,1,11,**,1,D,0,962774715,0,L,1,28,32,2,4,972,0,1
90,99,1,#,8,1,T,0,326255964,0,L,1,33,43,4,0,1,0,1
100,99,1,#,**,1,K,0,945561794,0,L,1,15,21,2,0,624,0,1
70,99,1,#,13,1,T,1,315269151,0,a,1,23,41,2,0,700,0,1
110,99,1,#,14,2,T,1,952904850,0,L,1,42,46,4,0,980,0,1
90,99,10,12,13,1,T,0,977612462,0,a,1,27,30,4,0,240,0,1
50,9,1,11,**,1,K,1,943179604,0,L,1,20,26,2,4,980,1,1
100,99,1,#,14,2,T,0,340549434,0,L,1,25,31,4,0,5400,0,1
100,5,1,#,**,2,T,0,962451483,0,a,1,35,41,2,7,842,1,1
110,99,99,#,34,2,N,0,803311032,0,L,1,42,58,4,0,360,0,1
0,99,6,12,13,2,T,1,988890153,0,L,1,23,25,4,0,2649,0,1
100,99,1,11,15,2,T,0,960375382,0,L,1,22,26,4,0,2356,0,1
50,99,1,#,28,1,K,0,243882898,0,L,1,58,58,2,0,3978,0,1
50,99,8,11,12,2,T,1,983591265,0,L,1,18,22,3,0,2140,0,1
100,99,99,#,37,2,C,0,508873221,0,a,1,37,46,4,0,120,0,1
100,99,1,#,**,2,K,1,996515914,0,L,1,42,43,4,0,600,0,1
100,99,1,#,22,2,C,1,947906149,0,L,1,20,26,4,0,500,0,1
80,99,1,#,**,2,K,0,995003243,500,L,1,32,32,4,0,4968,0,1
100,99,1,12,**,1,K,0,943375696,0,L,1,22,31,2,0,216,0,1
20,6,2,#,1,1,D,0,103060973,0,L,1,32,51,2,4,9236,0,1
50,99,1,11,14,1,T,0,243641417,0,L,1,65,67,2,0,720,0,1
80,99,1,#,24,1,C,2,513264985,0,L,1,35,55,2,0,1134,0,1
100,99,3,#,28,#,T,0,972256549,0,#,2,999,0,1,0,1836,0,51
100,99,1,11,**,1,C,1,967416368,0,L,1,31,37,2,0,1007,0,1
50,99,1,#,**,1,T,0,965849300,0,L,1,42,47,2,0,47740,0,1
100,99,1,#,14,1,T,0,314395477,0,L,1,22,40,4,0,5800,0,1
70,99,99,#,**,2,N,0,801250453,0,a,1,16,35,2,0,500,0,1
110,99,1,12,**,1,K,1,964831545,0,L,1,44,48,4,0,350,0,1
40,99,1,#,**,1,K,1,246789687,500,#,1,27,27,4,0,1080,0,#
100,99,1,11,13,1,T,0,975575194,0,a,1,31,36,4,0,999,0,1
5,99,1,#,**,2,K,0,252767753,0,9,1,32,32,2,0,1382,0,#
100,99,1,11,1,2,D,0,963217362,0,L,1,29,34,4,0,324,0,1
0,3,8,#,42,2,Q,1,245339634,500,#,1,45,45,2,9,1665,1,#
80,99,1,#,**,2,T,0,992577812,500,L,1,27,28,4,0,300,0,1
10,3,1,#,4,1,H,0,969384100,0,a,1,48,20,3,2,9280,0,1
100,7,8,#,28,2,K,0,954637715,0,L,1,21,4,4,6,648,0,1
90,99,1,11,28,2,K,0,256100167,500,9,1,32,33,4,0,8040,0,#
130,99,17,11,17,1,R,1,969846255,0,L,1,17,20,4,0,1007,0,1
70,99,1,12,**,2,Q,0,982443773,500,L,1,38,40,2,0,240,0,1
20,99,8,#,12,1,T,0,983960640,0,L,1,12,14,2,0,1,0,1
100,99,1,#,7,2,H,1,201306841,0,a,1,34,54,4,0,451,0,1
50,99,1,#,25,1,K,0,953362776,0,L,1,48,20,2,0,100,0,1
90,99,1,12,27,2,T,0,616147708,0,L,1,47,54,4,0,5889,0,1
20,5,20,#,13,2,T,1,318504087,0,L,1,22,30,2,3,276,0,1
100,10,1,#,14,1,T,0,954837528,0,L,1,27,32,3,3,864,0,1
100,99,1,12,44,2,K,0,907472383,0,L,1,20,28,4,0,650,0,1
110,99,1,12,**,1,C,0,977510354,500,L,1,43,46,4,0,600,0,1
5,99,1,#,11,2,T,1,257227644,500,L,1,36,36,4,0,324,0,1
110,99,99,#,12,1,Q,1,905394537,0,L,1,24,37,4,0,620,0,0
60,99,1,#,14,1,T,0,325238109,0,L,1,24,38,2,0,480,0,1
30,99,1,12,2,1,H,1,257252661,500,9,1,25,25,4,0,216,0,#
5,99,8,#,11,1,T,0,248661883,0,R,1,22,22,4,0,5000,1,1
70,99,1,#,**,2,T,1,944997723,0,a,1,21,30,2,0,12287,0,1
100,99,1,11,**,2,R,0,944514133,0,a,1,32,41,4,0,855,0,1
100,10,1,#,**,1,Q,0,944364172,0,a,1,17,26,2,3,324,1,1
50,99,1,12,21,2,C,1,997536069,0,L,1,46,46,1,0,2678,0,1
50,99,1,12,**,1,C,1,241449623,0,L,1,21,24,4,0,2100,0,1
10,3,1,11,23,2,C,0,942626048,0,L,1,47,55,3,2,240,1,1
10,4,1,12,11,1,K,0,941580615,0,L,1,20,27,2,6,3140,0,1
100,99,1,#,4,1,T,0,303262163,0,a,1,22,43,2,0,108,0,1
2,99,1,12,**,2,T,0,259764056,0,a,1,39,5,2,0,1188,0,1
110,99,1,#,1,2,D,1,103774403,0,L,1,22,33,4,0,240,0,1
100,99,1,12,26,2,K,0,980439081,500,L,1,34,40,4,0,648,0,1
100,4,8,12,15,2,T,0,245800796,0,L,1,26,21,2,4,4350,1,1
50,99,1,#,**,1,N,1,248327478,500,L,1,61,63,4,0,700,0,1
50,99,1,#,**,1,C,0,250052489,0,L,1,54,54,4,0,2180,0,1
3,5,1,#,23,1,C,0,241318986,0,L,1,20,20,2,8,130,1,1
110,99,1,12,23,2,C,1,963159625,0,L,1,39,44,4,0,500,0,1
100,99,20,11,**,2,C,0,944929120,0,L,1,21,27,4,0,120,0,1
50,99,1,11,40,2,T,1,907471360,0,L,1,52,59,2,0,3156,0,1
40,7,1,12,40,1,Q,1,967648100,0,L,1,21,25,3,1,594,0,1
20,99,8,#,11,2,T,1,248180404,0,L,1,33,33,2,0,2440,1,1
100,7,17,#,27,2,K,0,945740978,0,L,1,17,24,2,2,648,0,1
100,12,1,12,24,2,C,0,961961048,0,a,1,20,27,2,1,324,0,1
110,99,1,#,10,2,T,1,323154837,0,L,1,35,52,4,0,1077,0,1
50,99,8,#,44,#,Q,0,906199551,0,0,1,35,0,2,0,324,0,1
100,99,1,11,33,1,N,0,509415662,0,a,1,24,34,2,0,4020,0,1
70,99,1,#,40,1,T,1,949679446,0,L,1,19,25,4,0,211,0,1
100,99,28,#,**,1,Q,0,241812665,500,L,1,78,80,2,0,324,0,1
10,3,1,11,**,1,C,1,967235240,0,L,1,62,66,2,5,1680,0,1
90,99,1,#,40,2,Q,1,905880387,0,L,1,44,25,4,0,2000,0,1
20,99,1,#,1,1,D,0,972638277,0,L,1,45,17,2,0,600,0,1
100,99,1,#,14,2,T,0,340561949,0,a,1,21,31,4,0,16870,0,1
50,99,1,12,28,2,K,0,248571522,0,L,1,53,54,4,0,31710,0,1
30,8,8,#,5,1,H,1,953472817,0,L,1,47,20,2,1,1058,0,1
130,99,1,11,14,2,T,2,964552285,0,a,1,17,23,4,0,2556,0,1
20,6,1,11,**,2,T,0,965412484,0,L,1,50,54,2,4,2930,0,1
80,99,1,12,4,2,H,1,242177656,0,L,1,49,49,4,0,240,0,1
20,99,1,#,**,2,N,0,253167722,500,L,1,43,14,4,0,300,0,1
100,99,1,11,12,1,T,0,941680427,0,a,1,32,1,4,0,302,0,1
3,3,1,#,12,1,T,0,965628781,0,L,1,69,19,2,4,1200,0,1
90,99,1,12,3,2,T,1,992317862,0,9,1,25,29,4,0,220,0,1
90,99,1,11,**,2,T,1,245379192,500,#,1,34,34,4,0,2200,0,#
30,99,1,#,**,2,Q,0,257379038,500,L,1,50,44,4,0,100,0,1
20,4,1,#,43,2,Q,1,954925234,0,a,1,19,27,2,1,4600,0,1
60,99,1,#,33,2,N,1,252242967,500,9,1,27,27,4,0,2200,0,#
90,99,1,11,32,2,N,1,244525722,0,L,1,31,32,4,0,1007,0,1
60,99,1,#,24,2,C,1,952544732,0,L,1,24,30,2,0,6200,0,1
30,99,28,#,42,2,Q,0,250189549,500,L,1,61,62,3,0,600,0,1
100,99,1,#,13,2,T,0,244018458,0,L,1,25,27,4,0,1970,0,1
90,99,1,#,2,2,T,1,948059522,0,L,1,22,28,4,0,3768,0,1
100,99,1,#,8,1,T,0,993013742,0,L,1,33,34,2,0,324,0,1
100,99,1,12,5,2,T,0,974312036,0,a,1,32,38,2,0,324,1,1
90,99,1,#,**,2,Q,1,950391751,0,L,1,33,39,2,0,980,0,1
100,99,8,12,40,2,Q,0,251344084,0,L,1,23,23,4,0,5650,0,1
100,99,1,11,14,1,S,0,980218574,500,L,1,46,49,4,0,240,0,1
100,99,10,11,1,2,D,0,970237045,0,L,1,33,36,4,0,540,0,1
100,99,1,11,**,1,S,0,961793727,0,L,1,25,30,2,0,540,0,1
40,10,1,11,28,2,K,1,962369919,0,L,1,46,21,3,2,1007,0,1
120,99,1,11,13,2,T,0,941662561,0,L,1,36,42,4,0,130,0,1
100,99,1,#,28,1,K,1,606228058,0,L,1,13,24,2,0,1601,0,1
100,99,1,#,22,2,C,0,507799166,0,L,1,15,55,3,0,7128,0,1
70,99,1,11,19,1,T,1,317811495,0,L,1,25,36,2,0,2254,0,1
20,99,1,#,28,1,K,1,982895111,0,L,1,38,15,4,0,2014,0,1
50,99,1,#,13,1,T,0,987867232,500,L,1,59,60,3,0,960,0,1
80,99,1,11,43,2,Q,1,967179141,0,L,1,49,52,4,0,2106,0,1
60,99,1,#,40,2,Q,0,953764029,0,L,1,15,20,2,0,1220,0,1
100,10,1,#,20,1,T,0,306452565,0,L,1,24,35,3,3,324,1,1
20,99,1,12,**,2,T,1,241612821,0,L,1,45,13,4,0,1200,0,1
120,99,99,#,28,1,K,0,604810831,0,L,1,35,52,4,0,10000,0,1
70,99,1,11,**,2,D,1,247001189,500,L,1,31,31,4,0,540,0,0
60,99,1,11,**,2,T,1,965183606,0,L,1,26,31,2,0,5850,0,1
3,10,1,11,**,1,T,1,952403102,0,L,1,25,31,2,3,1007,0,1
110,99,1,12,13,1,T,0,958767224,0,a,1,24,2,4,0,29940,0,1
100,99,1,#,28,2,K,0,606031928,0,L,1,28,42,4,0,302,0,1
70,11,1,#,25,2,K,0,614434935,0,L,1,13,25,4,1,1080,0,1
40,7,1,11,13,1,T,1,955111630,0,L,1,37,41,2,1,5442,0,1
50,99,1,#,14,1,T,1,252541292,500,9,1,39,39,4,0,224,0,#
50,99,1,#,**,2,C,0,243847224,500,L,1,70,70,4,0,120,0,1
30,5,17,#,28,1,K,1,615764501,0,a,1,18,30,3,1,3129,0,1
90,99,1,#,13,1,T,1,326798345,0,a,1,46,25,4,0,2678,0,1
30,99,1,12,47,2,Q,0,254026583,0,a,1,61,61,2,0,1,0,1
100,99,1,12,**,1,H,0,952752372,0,L,1,53,58,4,0,324,0,1
100,99,1,12,9,1,H,0,948458488,0,L,1,24,29,4,0,980,0,1
100,99,1,11,13,1,T,1,328468950,0,a,1,17,27,4,0,2149,0,1
0,10,99,#,33,1,N,0,256629158,0,a,1,41,41,2,3,600,0,1
60,99,1,12,15,2,T,0,978446654,0,L,1,25,28,2,0,4999,0,1
10,10,99,#,14,2,T,0,324011133,0,L,1,29,44,2,1,173,0,1
100,99,1,12,11,2,T,0,957672949,0,L,1,30,36,90,0,324,0,1
100,99,1,11,12,1,T,0,964891496,0,L,1,25,29,4,0,2160,0,1
90,99,1,12,23,1,T,0,991469636,0,a,1,26,29,4,0,4440,0,1
50,99,10,#,33,1,N,1,800635727,0,L,1,42,61,4,0,540,0,0
50,99,1,11,27,1,K,1,988109436,0,a,1,53,24,2,0,630,0,1
10,4,1,#,14,1,T,0,253082158,0,L,1,54,24,2,4,1950,1,1
80,99,1,#,14,1,T,0,310062543,0,L,1,25,45,2,0,960,0,1
100,99,10,11,14,2,T,0,970278856,0,L,1,46,50,4,0,120,0,1
100,99,10,11,11,2,T,0,980320059,0,L,1,28,33,4,0,302,0,1
20,99,1,12,**,2,C,0,250962844,0,a,1,47,20,2,0,480,0,1
100,99,1,#,**,1,T,1,998089541,500,L,1,34,34,4,0,2538,0,1
100,99,1,12,14,2,T,0,971023478,0,L,1,50,56,2,0,324,0,1
50,99,1,11,**,2,T,0,989395085,0,L,1,29,30,3,0,960,0,1
100,99,1,#,23,2,C,0,961366524,0,L,1,41,16,2,0,324,0,1
50,99,1,#,6,1,H,1,245630410,500,L,1,35,35,1,0,756,0,1
100,99,99,#,38,2,S,1,400110548,0,L,1,24,44,2,0,990,0,1
100,99,1,11,11,2,T,0,956748056,0,L,1,28,35,4,0,2100,0,1
3,10,1,#,**,1,K,0,952446184,0,a,1,17,25,2,3,2520,1,1
80,99,1,12,1,1,D,0,996814796,500,L,1,43,43,4,0,240,0,1
3,6,1,#,21,2,C,0,245380828,500,#,1,41,41,2,7,120,1,#
60,99,1,#,34,1,N,1,804304408,0,L,1,24,35,2,0,3390,0,1
100,99,1,11,14,2,T,0,252574910,500,9,1,43,44,4,0,500,0,#
30,99,1,12,**,2,T,0,258855573,0,a,1,51,51,4,0,480,0,1
40,99,8,12,13,1,T,0,253487480,0,a,1,22,22,3,0,1400,0,1
120,99,1,12,**,2,C,1,980202754,0,a,1,19,24,4,0,410,0,1
60,99,1,#,23,2,C,0,252572378,0,a,1,52,52,2,0,54360,0,1
90,99,1,12,**,1,K,0,990148862,500,L,1,51,52,4,0,240,0,1
110,99,1,12,**,2,K,1,989315987,500,L,1,42,44,4,0,432,0,1
70,99,12,#,13,2,T,0,965212597,0,L,1,33,37,4,0,462,0,1
30,99,1,#,**,1,T,1,256776972,0,a,1,50,50,4,0,3817,0,1
60,99,1,12,**,2,H,0,978705891,0,L,1,44,22,2,0,380,0,1
70,99,1,#,20,2,T,1,323308510,0,a,1,30,49,2,0,3458,0,1
10,4,1,#,28,2,T,1,323840861,0,L,1,25,40,3,4,594,0,0
20,99,1,#,13,2,T,0,946181122,0,a,1,41,17,4,0,173,0,1
3,99,8,11,37,1,T,0,984372115,0,L,1,12,44,2,0,1404,1,1
30,5,1,11,13,2,T,1,963809188,0,L,1,43,47,3,1,1100,0,1
30,99,1,12,8,1,T,1,257340768,0,a,1,71,72,2,0,594,0,1
90,99,1,#,11,1,T,0,326962511,0,a,1,27,37,4,0,1000,0,1
110,99,1,#,14,1,T,0,300673635,0,L,1,22,43,4,0,388,0,1
100,99,1,11,26,1,K,0,515548120,0,a,1,35,48,2,0,648,0,1
50,99,1,11,27,2,K,0,615189651,0,L,1,56,66,4,0,1,0,1
50,99,8,#,27,1,K,1,614899371,0,a,1,20,34,4,0,17540,0,1
90,99,1,11,13,2,T,1,247551668,0,L,1,57,57,4,0,1080,0,1
100,99,1,11,23,2,C,0,509340257,0,L,1,31,39,4,0,771,0,1
40,7,17,#,13,1,T,0,309112224,0,a,1,15,25,4,3,3240,0,1
100,99,99,#,13,1,H,0,203195125,0,L,1,32,48,4,0,360,0,1
3,8,1,#,23,1,C,1,507013369,0,L,1,41,55,2,5,2720,0,1
50,99,1,#,**,1,H,0,989788970,500,L,1,55,56,2,0,240,0,1
70,99,1,11,13,2,T,0,964678397,0,L,1,24,28,3,0,400,0,1
90,99,1,#,1,2,D,1,962967885,0,L,1,29,33,4,0,1080,0,1
80,99,1,#,13,1,K,1,606162667,0,L,1,23,37,2,0,35122,0,1
30,99,1,11,**,2,T,0,258649890,500,L,1,40,40,4,0,240,0,1
20,99,1,#,12,1,T,0,254967749,0,a,1,44,21,4,0,1450,0,1
50,99,12,#,22,1,C,0,960748245,0,L,1,71,75,3,0,130,0,1
30,99,1,12,22,2,C,0,248725737,0,a,1,40,40,2,0,120,0,1
100,99,1,11,44,2,Q,0,971954614,0,L,1,44,47,4,0,1000,0,1
100,99,1,#,**,1,C,1,940362897,0,L,1,24,34,4,0,540,0,1
100,5,1,#,23,1,C,0,507999865,0,L,1,54,68,2,1,1080,0,1
30,99,1,11,**,2,T,1,257909411,0,a,1,40,40,4,0,834,0,1
60,99,6,12,23,2,C,0,992731926,0,L,1,53,54,4,0,600,0,1
80,99,99,#,14,2,N,1,800337290,0,L,1,24,44,2,0,480,0,1
20,11,1,#,14,2,T,1,962425419,0,a,1,47,19,2,2,2060,0,1
50,99,1,11,42,2,Q,0,249994056,0,L,1,20,22,3,0,960,0,1
80,99,1,11,12,2,T,1,951105834,0,L,1,22,30,2,0,540,0,1
100,4,1,12,12,2,T,0,991507673,0,a,1,36,19,4,7,324,1,1
140,99,1,#,13,2,K,0,804998172,0,L,1,46,56,4,0,14600,0,1
20,99,1,12,11,2,T,1,983422447,0,a,1,44,20,4,0,1007,0,1
100,99,1,#,13,1,T,0,944466594,0,L,1,24,31,2,0,324,0,1
90,99,1,12,13,2,T,1,996785405,500,L,1,33,33,4,0,226,0,1
50,99,1,#,**,1,T,2,306166343,0,L,1,32,46,2,0,8942,0,1
50,99,1,#,29,1,K,0,242581544,500,L,1,45,45,2,0,2849,0,1
30,10,1,#,27,2,T,0,995236029,500,L,1,32,35,2,1,480,0,1
90,99,1,12,9,1,T,0,991086593,0,R,1,55,56,4,0,4000,0,1
50,99,1,11,**,1,T,0,241476209,500,L,1,62,63,4,0,302,0,1
0,3,8,11,**,2,T,0,956729237,0,L,1,19,27,4,8,324,0,1
110,99,99,#,25,1,K,0,614580714,0,L,1,40,53,4,0,240,0,1
100,99,99,#,29,2,K,0,605259657,0,L,1,28,44,4,0,67,0,1
100,99,1,#,**,2,K,0,940164316,0,L,1,24,31,4,0,1440,0,1
30,99,1,#,11,1,T,0,254979577,0,a,1,28,28,2,0,1,0,1
100,99,1,#,**,2,H,0,957358534,0,L,1,39,18,4,0,324,0,1
100,99,1,12,12,2,T,0,992467660,0,L,1,39,16,4,0,540,0,1
100,99,1,#,34,2,N,0,991979002,500,L,1,40,41,4,0,324,0,1
70,99,1,11,22,2,C,1,954380528,0,a,1,20,28,2,0,1404,0,1
50,99,1,11,12,2,T,1,246252614,0,L,1,50,22,2,0,1080,0,1
50,99,1,#,23,2,C,0,507057320,0,L,1,60,73,4,0,1,0,1
100,99,1,#,4,1,H,0,200272925,0,L,1,24,44,4,0,613,0,1
90,99,1,12,23,1,C,1,988360876,0,L,1,53,55,4,0,30000,0,1
30,99,1,#,23,2,C,0,257045945,0,a,1,22,24,4,0,1,0,1
50,11,1,11,1,1,D,1,964888168,0,L,1,24,28,3,1,1582,0,1
100,99,99,#,13,2,T,1,301089791,0,L,1,23,44,4,0,1220,0,1
100,99,1,12,4,2,Q,0,993550558,500,L,1,41,45,4,0,324,0,1
60,99,1,#,28,1,K,0,252246871,0,a,1,37,37,4,0,1,0,1
110,99,1,11,14,1,T,0,945039623,0,L,1,20,25,2,0,3600,0,1
70,99,1,#,15,2,H,2,204476467,0,L,1,31,41,3,0,889,0,1
110,99,1,#,28,2,K,0,614452500,0,L,1,37,50,4,0,1,0,1
100,7,1,#,23,2,C,0,992370437,0,a,1,50,53,2,1,2390,0,1
100,99,1,11,**,1,T,0,959931797,0,L,1,47,52,4,0,15000,0,1
30,99,1,12,**,1,C,1,247695046,500,L,1,65,65,2,0,540,0,1
40,99,1,#,**,1,D,0,252565127,0,L,1,36,36,4,0,1,0,1
70,99,1,#,4,1,H,1,204340734,0,L,1,21,33,2,0,28999,0,1
5,3,1,11,**,1,T,0,240345104,500,L,1,62,63,2,7,120,1,1
20,99,1,16,33,1,N,0,253234034,500,L,1,55,17,4,0,240,0,1
110,99,1,12,23,1,C,0,991204521,500,L,1,48,49,4,0,720,0,1
80,99,1,#,**,1,N,0,256770698,500,9,1,45,47,4,0,1,0,#
90,99,1,11,**,2,Q,1,973255330,0,L,1,22,25,4,0,1950,0,1
80,99,1,11,**,2,Q,1,971299042,0,L,1,38,42,4,0,108,0,1
30,99,1,12,13,1,T,1,257633590,0,a,1,43,43,4,0,1080,0,1
100,99,1,#,37,2,S,0,990207629,0,L,1,46,17,2,0,324,0,1
100,99,1,12,34,#,T,0,948152569,0,L,2,999,0,2,0,324,0,1
6,4,1,11,8,2,T,1,978131775,0,L,1,23,26,3,2,2000,1,1
100,99,1,#,14,2,T,0,977202454,500,L,1,50,53,4,0,350,0,1
110,99,1,12,**,2,C,1,970981058,0,L,1,37,43,4,0,925,0,1
20,9,1,11,8,2,T,1,992465027,0,L,1,32,33,2,2,620,0,1
60,99,1,#,13,1,T,0,323726805,0,L,1,25,41,2,0,2350,0,1
100,99,99,#,12,2,T,0,940273019,0,a,1,38,21,2,0,31,0,1
50,99,1,11,**,2,K,0,988609131,0,L,1,56,57,2,0,720,0,1
90,99,6,11,14,2,T,0,319004055,0,L,1,16,23,4,0,14071,0,1
20,4,1,#,**,2,Q,1,250176625,500,#,1,46,46,3,1,578,0,#
40,99,28,#,11,1,T,0,252949712,500,L,1,32,33,2,0,480,0,1
20,99,1,#,**,1,C,1,251393214,500,9,1,46,15,4,0,2160,0,0
80,99,1,11,8,1,T,0,240298816,500,#,1,33,34,4,0,99,0,#
100,99,1,11,21,2,C,0,993151295,0,L,1,28,29,4,0,5414,0,1
50,99,1,11,1,1,D,0,104388641,0,L,1,62,70,4,0,1,0,1
20,99,1,#,23,#,T,0,248505257,0,L,2,999,0,90,0,1440,0,1
90,99,1,#,27,2,K,1,950907713,0,a,1,50,58,3,0,61080,0,1
70,99,8,12,27,2,K,0,990003423,500,L,1,41,43,4,0,120,0,1
100,99,1,#,24,2,C,0,507310671,0,a,1,33,48,2,0,1,0,1
50,99,1,#,14,1,T,0,996929872,500,#,1,43,43,4,0,240,0,#
100,99,8,#,11,1,C,0,503580725,0,L,1,18,39,3,0,270,0,1
50,99,1,11,42,1,Q,1,247310507,0,L,1,33,65,4,0,292,0,1
90,99,6,11,23,2,C,0,985069670,0,a,1,21,25,4,0,2817,0,1
120,99,99,11,13,1,T,0,318266462,0,a,1,14,25,4,0,2000,0,1
70,99,8,#,13,2,T,0,949080057,0,L,1,26,32,4,0,3160,0,1
70,99,1,11,1,2,D,0,971323691,0,L,1,42,18,2,0,120,0,1
60,99,17,#,14,2,Q,0,945705516,0,L,1,15,21,3,0,324,0,1
50,99,1,#,**,1,T,1,972354525,0,L,1,59,62,4,0,485,0,1
100,99,1,12,**,2,H,0,994443994,0,L,1,37,38,2,0,626,0,1
3,10,8,#,1,2,D,0,997059386,0,L,1,72,75,3,3,1200,1,1
60,99,8,#,27,2,K,1,605680750,0,L,1,26,43,2,0,7220,0,1
30,99,1,12,**,1,Q,0,258927343,0,a,1,55,55,4,0,1,0,1
100,99,1,#,15,2,H,0,200720437,0,L,1,33,53,4,0,410,0,1
60,99,17,#,14,2,T,1,946608557,0,L,1,20,27,2,0,1220,0,1
80,99,1,12,**,2,Q,0,970693240,0,L,1,41,45,3,0,120,0,1
100,99,10,11,14,1,T,0,959161149,0,L,1,22,27,4,0,648,0,1
100,99,1,11,**,1,C,1,961738254,0,L,1,41,19,4,0,480,0,1
100,99,1,11,12,1,T,0,340169510,0,L,1,29,37,4,0,540,0,1
50,99,1,#,21,1,C,0,507603991,0,L,1,56,69,2,0,120,0,1
0,5,1,11,26,1,K,1,994497774,0,L,1,25,26,2,4,130,0,1
70,99,1,#,7,2,H,2,205195782,0,L,1,14,22,2,0,400,0,1
50,99,99,#,13,1,K,0,604024193,0,L,1,48,66,4,0,1950,0,1
20,99,2,#,1,2,D,0,240714005,0,L,1,45,16,2,0,2116,0,1
0,3,1,#,23,2,C,0,962938367,0,a,1,14,21,2,3,4200,0,1
90,99,1,#,28,1,K,0,986495927,0,L,1,39,41,4,0,120,0,1
80,99,1,#,28,2,K,0,247008815,500,L,1,43,43,4,0,240,0,1
120,99,10,12,13,1,T,1,944630281,0,L,1,33,40,4,0,2149,0,1
100,99,1,#,4,2,H,0,252358234,500,9,1,34,34,4,0,4794,0,#
70,99,1,#,**,2,K,1,606005532,0,L,1,15,30,2,0,5537,0,1
140,5,1,11,11,2,T,1,978767499,0,L,1,44,47,2,1,25652,0,1
60,99,1,#,23,2,C,0,241844521,500,L,1,37,40,2,0,324,0,1
50,99,1,12,**,2,T,0,963509236,0,L,1,62,60,2,0,291,0,1
20,5,1,11,**,2,Q,1,955741026,0,L,1,48,54,2,2,2160,0,1
90,99,1,12,12,2,T,0,249276861,0,L,1,33,33,4,0,400,0,1
130,99,10,#,12,2,T,1,959106103,0,a,1,31,38,4,0,4600,0,1
80,99,17,11,40,1,T,1,954079792,0,L,1,20,25,4,0,2136,0,1
0,3,1,12,13,1,T,0,947312768,0,L,1,58,24,2,5,130,1,1
3,3,1,#,**,2,R,0,986757744,0,L,1,40,44,2,8,980,1,1
110,99,1,11,22,1,T,0,957250498,0,a,1,38,45,4,0,324,0,1
10,5,1,12,40,1,Q,0,241037993,0,L,1,41,42,2,1,130,0,1
100,99,1,#,23,2,C,0,952033086,0,a,1,44,21,4,0,324,0,1
90,99,1,12,**,1,K,1,994853036,500,L,1,44,44,4,0,1080,0,1
90,99,17,#,14,2,T,0,941957470,0,a,1,19,28,4,0,2600,0,1
3,99,3,#,13,#,T,1,257484938,0,9,2,999,0,1,0,1166,1,#
