identified_doc,id,sex,bill_updage_count,paid_flg,selling_method,campaign,arrears_count,pref,arrears_at,age,region,career,contract_type,customer_rank,amount,entry_age,domain,payway
1,952687519,2,1,0,1,L,0,**,99,29,R,11,1,130,3974,24,0,2
1,996814796,1,0,0,1,L,0,1,99,43,D,12,1,80,240,43,500,4
1,615147653,1,0,0,1,L,0,27,99,40,K,#,1,80,3479,28,0,2
1,241500863,2,0,0,1,L,1,**,11,21,R,11,1,100,540,18,0,4
17,963606612,1,1,0,1,L,0,27,99,22,K,#,1,50,5358,18,0,2
1,943005327,1,1,1,1,a,4,9,3,28,T,11,1,10,700,19,0,2
1,503633679,2,1,0,1,a,0,22,99,43,C,#,1,70,7714,22,0,2
17,949268850,2,0,0,1,L,0,27,99,24,K,#,1,50,324,17,0,2
1,972638277,1,0,0,1,L,0,1,99,17,D,#,1,20,600,45,0,2
1,507343413,2,0,0,1,L,0,23,99,56,C,#,1,100,864,43,0,2
1,314676594,2,0,0,1,L,0,13,99,49,T,#,1,110,1100,32,0,4
1,257038916,2,1,0,1,L,0,**,99,58,K,12,1,50,104,58,500,2
1,315269151,1,1,0,1,a,0,13,99,41,T,#,1,70,700,23,0,2
1,960727659,2,0,0,1,L,0,1,99,41,D,11,1,100,540,36,0,4
20,309888949,1,0,0,1,L,0,14,99,28,T,12,1,100,980,18,0,4
1,994105996,2,0,0,1,L,0,27,99,36,K,#,1,50,250,33,0,2
99,325529637,1,1,0,1,L,6,13,3,46,T,#,1,10,130,34,0,2
1,953850710,1,1,0,1,L,0,28,99,46,K,11,1,110,22800,40,0,4
1,245547623,2,0,0,1,L,0,25,99,38,K,#,1,80,820,38,0,4
1,318171554,1,1,1,1,L,10,12,3,35,T,11,1,5,532,26,0,2
17,308033720,2,1,0,1,L,0,10,99,24,T,12,1,60,3100,32,0,2
1,980771874,2,1,0,1,a,0,23,99,11,T,12,1,2,620,39,0,4
3,945406644,#,1,0,51,#,0,28,99,0,T,#,2,20,324,999,0,90
1,953137954,2,1,0,1,L,0,**,99,27,T,#,1,60,13100,22,0,2
1,240498160,1,1,0,1,L,0,28,99,59,K,12,1,50,1800,59,0,4
1,967648100,1,1,0,1,L,1,40,7,25,Q,12,1,40,594,21,0,3
1,323885210,2,1,0,1,a,0,14,99,44,T,#,1,110,2200,26,0,4
1,247569348,2,1,0,1,a,0,1,99,29,D,12,1,50,1552,27,0,2
1,944584470,1,0,0,1,L,0,27,99,25,K,11,1,100,324,19,0,2
17,901560930,2,1,0,1,L,1,14,12,34,Q,#,1,100,1780,14,0,4
1,241267965,2,0,0,1,L,0,**,99,44,T,11,1,90,2392,44,500,4
99,317818516,1,0,0,1,L,3,13,3,35,T,11,1,10,4800,24,0,2
99,313259785,1,1,0,1,L,0,13,99,39,T,#,1,100,45000,21,0,2
1,604264652,2,1,0,1,a,0,26,99,45,K,#,1,120,120,27,0,4
1,952403102,1,1,0,1,L,3,**,10,31,T,11,1,3,1007,25,0,2
1,503508495,1,0,0,1,a,0,23,99,40,C,#,1,100,480,19,0,4
1,244535275,2,1,0,#,#,0,23,99,41,C,#,1,50,594,41,500,2
2,500266988,2,0,0,1,0,0,23,99,81,C,#,1,50,199,60,0,2
20,516284287,2,1,0,1,L,0,14,99,52,T,12,1,100,17149,41,0,4
1,325156845,1,0,0,1,L,3,11,10,35,T,#,1,3,1400,22,0,2
1,104318636,1,0,0,1,L,0,1,99,31,D,#,1,70,4880,24,0,2
1,971260874,1,0,0,1,L,0,**,99,49,T,11,1,60,480,45,0,2
1,948017656,2,0,0,1,a,0,21,99,31,C,#,1,100,324,23,0,4
1,203641184,2,0,0,0,L,0,4,99,46,H,#,1,100,324,32,0,4
1,941128857,1,0,0,1,L,0,**,99,52,T,#,1,110,120,45,0,4
1,947276608,2,0,0,0,L,0,4,99,58,H,11,1,50,240,53,0,2
1,940968548,1,0,0,1,L,0,21,99,999,C,#,2,100,216,999,0,2
1,988601045,2,0,0,1,a,4,40,9,23,Q,12,1,3,1610,19,0,4
1,318557414,1,1,0,1,L,0,**,99,41,T,11,1,110,5327,31,0,4
1,255858853,1,0,0,1,L,0,**,99,22,T,12,1,30,21,49,500,4
1,977667654,2,0,0,1,L,0,1,99,18,D,#,1,100,648,44,0,4
1,987005429,2,0,0,1,L,0,**,99,33,T,#,1,100,6700,29,0,4
10,978144914,2,1,0,1,a,0,13,99,33,T,12,1,110,700,28,0,4
1,951800337,1,0,0,1,a,0,**,99,50,K,#,1,100,324,42,0,4
1,613953323,1,0,0,1,L,0,27,99,71,K,#,1,50,1,56,0,2
17,973677187,1,0,0,1,L,2,40,3,24,T,12,1,10,13500,18,0,2
1,993757630,2,0,0,1,L,0,27,99,54,K,12,1,100,120,53,500,4
17,509132810,1,0,1,1,L,8,24,3,25,C,11,1,100,648,17,0,2
99,243348012,2,0,0,1,L,1,14,9,73,T,12,1,30,980,73,500,2
1,992542408,2,1,0,1,L,0,44,99,60,Q,12,1,80,2149,57,0,4
21,965251798,2,2,0,1,L,0,13,99,25,T,11,1,50,1382,22,0,2
1,252906540,1,0,0,#,9,0,**,99,42,T,#,1,80,340,41,500,4
1,506535338,1,1,0,1,a,0,22,99,34,C,#,1,60,15000,17,0,2
1,245793644,1,0,0,#,9,0,**,99,25,H,#,1,30,29700,23,500,2
1,325400402,2,0,0,1,L,0,11,99,43,T,#,1,120,2000,29,0,4
1,989501584,2,0,0,1,L,0,**,99,22,T,12,1,80,2300,53,0,4
21,996600860,2,0,0,1,L,0,40,99,60,Q,11,1,50,840,60,500,4
1,508976108,2,1,0,1,L,0,**,99,23,C,#,1,80,100,15,0,2
1,991200423,1,0,0,1,R,0,24,99,53,C,#,1,80,120,52,0,4
1,240023337,2,0,0,#,#,0,14,99,34,T,#,1,100,1720,34,500,4
1,254500506,2,0,0,1,a,0,35,99,9,N,#,1,2,1,39,0,3
1,989255599,2,0,0,1,L,0,8,99,45,T,#,1,40,120,44,0,2
10,952333710,2,0,0,1,a,0,16,99,32,K,#,1,100,324,24,0,2
1,953289179,2,0,0,1,L,0,**,99,30,Q,12,1,100,324,24,0,2
1,303025705,1,0,0,1,L,7,10,3,45,T,#,1,0,432,25,0,2
1,995906646,1,1,0,1,L,0,14,99,37,T,12,1,80,1500,36,0,4
1,988234224,2,0,0,1,L,0,**,99,49,T,12,1,100,540,54,500,4
1,948786150,1,1,0,1,a,0,**,99,67,N,12,1,50,1240,59,0,4
8,245719837,1,0,0,1,a,0,13,99,19,T,#,1,50,15060,19,0,2
1,955315119,2,1,0,1,L,0,27,99,17,K,#,1,20,324,34,0,4
1,514492753,1,0,0,1,a,0,22,99,45,C,#,1,100,240,29,0,2
1,967588113,2,0,0,1,L,1,34,11,55,N,11,1,100,324,49,0,2
1,246561450,1,0,0,#,9,0,4,99,21,H,11,1,100,1440,19,500,4
1,972720596,#,0,0,1,I,10,27,3,0,T,12,2,100,324,999,0,2
1,958990958,1,0,0,1,L,0,28,99,54,K,11,1,90,-9330,49,0,4
1,946758798,1,0,0,1,L,0,12,99,52,T,#,1,60,4780,46,0,2
1,246823077,1,1,0,#,#,1,**,4,21,K,#,1,0,1007,20,500,3
1,613060372,1,0,0,1,L,0,27,99,40,K,#,1,100,1030,23,0,4
6,327897114,2,0,0,1,L,2,14,11,25,T,#,1,100,5000,17,0,2
1,614832166,2,1,0,1,L,0,37,99,32,K,#,1,50,400,21,0,2
1,946586929,1,0,0,1,a,2,14,3,39,T,#,1,100,9720,30,0,2
1,515096085,1,1,0,1,L,0,23,99,49,C,#,1,100,18380,34,0,2
99,315158293,2,0,0,1,L,0,13,99,46,T,#,1,130,3450,30,0,4
10,324877083,1,0,0,1,a,0,13,99,60,T,#,1,100,302,44,0,4
99,992206448,1,0,0,1,L,0,23,99,16,C,#,1,20,1,46,0,4
1,993441615,2,1,0,1,L,0,24,99,49,C,11,1,50,1167,48,0,2
1,605364876,1,1,0,1,L,0,46,99,33,K,#,1,110,1007,19,0,2
1,986899069,2,0,0,1,L,0,10,99,18,T,12,1,20,640,50,0,2
1,506511407,1,1,0,1,L,1,23,6,59,C,#,1,50,1007,41,0,2
1,804615167,1,0,0,1,L,0,22,99,29,N,#,1,100,324,20,0,4
1,253332923,1,1,0,1,L,0,**,99,14,N,#,1,20,4244,44,500,4
1,252714451,1,1,0,1,a,0,4,99,23,H,12,1,3,600,23,0,1
1,942255870,2,1,0,1,L,0,**,99,30,T,#,1,110,31632,21,0,4
1,959155622,1,1,0,1,L,0,**,99,30,T,11,1,110,3207,26,0,4
99,601207988,1,0,0,1,L,0,28,99,57,K,#,1,150,1218,36,0,4
8,503601744,1,1,0,1,L,0,23,99,42,C,#,1,50,5573,23,0,2
1,240497820,1,1,0,1,L,0,10,99,18,T,12,1,20,4943,47,0,4
8,907546885,1,0,0,1,L,0,13,99,20,Q,#,1,80,972,12,0,4
8,605133189,2,0,0,1,L,0,26,99,61,K,#,1,100,1404,44,0,4
1,991021023,2,1,0,1,L,0,1,99,33,D,12,1,70,980,32,0,4
1,988732884,2,1,0,1,L,0,7,99,44,H,12,1,80,500,40,0,4
1,989862112,1,1,0,1,L,0,**,99,53,T,12,1,80,3200,51,0,4
1,973576013,#,1,0,1,U,0,25,99,0,T,12,2,90,120,999,0,4
1,240508190,1,0,0,1,R,0,27,99,29,K,#,1,50,324,28,0,2
1,256800229,1,0,1,1,L,1,11,3,40,T,#,1,1,2634,40,500,2
1,310290821,1,0,0,1,L,0,14,99,48,T,#,1,130,200,28,0,4
27,958996326,2,0,0,1,L,0,12,99,35,Q,#,1,100,324,28,0,4
1,945558467,2,1,0,1,L,0,**,99,42,N,#,1,130,56,35,0,4
8,251220869,1,1,0,1,L,0,22,99,18,C,#,1,3,2610,17,0,1
1,970686812,1,1,0,1,L,0,1,99,18,D,#,1,20,19210,39,0,4
1,103242368,2,1,0,1,L,0,1,99,37,D,#,1,120,594,21,0,4
12,240698823,2,1,0,1,L,4,24,3,18,C,12,1,10,2149,18,0,3
1,251481912,2,0,0,1,L,0,28,99,33,K,12,1,90,720,33,500,4
1,203380683,1,0,0,1,L,0,13,99,43,H,#,1,100,1404,25,0,4
1,989513870,1,0,0,1,L,0,4,99,45,H,12,1,50,960,44,500,2
1,242061426,2,1,0,1,L,0,**,99,26,K,11,1,70,4317,26,500,4
1,963700391,1,0,0,1,L,0,12,99,23,T,11,1,110,216,52,0,4
1,965957715,1,0,0,1,L,0,14,99,50,T,11,1,100,130,47,0,4
99,324299875,2,0,0,1,L,0,13,99,42,T,#,1,120,1680,27,0,4
1,603798934,2,0,0,1,L,0,27,99,34,K,#,1,70,1782,16,0,2
1,250203043,1,1,0,1,L,0,6,99,15,H,#,1,20,1600,44,0,1
1,975273142,1,0,0,1,L,2,40,4,66,Q,12,1,20,9364,62,0,2
8,990131434,1,1,0,1,a,7,13,5,21,Q,#,1,10,5000,18,0,3
1,242124525,1,0,0,1,L,1,**,10,47,T,11,1,50,108,44,0,4
5,956310666,1,1,1,1,L,4,13,9,29,T,#,1,3,980,24,0,3
1,947683531,2,1,0,1,a,0,22,99,30,C,11,1,150,1007,21,0,4
10,941083157,2,1,0,1,L,0,35,99,64,Q,12,1,50,1134,54,0,4
1,990894845,2,1,0,1,L,0,28,99,36,Q,12,1,50,8835,33,500,2
8,997537637,2,0,0,1,L,0,**,99,70,T,#,1,50,33120,69,500,4
1,994212724,1,0,0,1,a,0,**,99,49,Q,#,1,70,5400,45,0,4
1,253686313,1,0,0,1,a,0,10,99,65,T,12,1,30,1,65,0,2
1,982443773,2,0,0,1,L,0,**,99,40,Q,12,1,70,240,38,500,2
1,959547097,2,0,0,1,L,0,47,99,40,Q,11,1,100,302,36,0,2
1,513339650,1,0,0,1,L,1,21,7,39,C,#,1,50,720,23,0,2
1,304431717,1,0,0,1,L,6,14,7,46,T,#,1,3,500,31,0,2
1,963473869,2,1,0,1,L,0,**,99,59,T,11,1,50,1120,55,0,4
1,301495095,1,0,0,1,a,0,9,99,47,T,#,1,170,120,27,0,4
1,964430095,2,0,0,1,L,0,12,99,32,T,11,1,100,378,28,0,4
1,325220483,2,0,0,0,L,0,13,99,48,T,#,1,60,120,36,0,2
1,995370139,1,1,0,1,L,0,17,99,59,R,#,1,90,410,56,500,4
10,968107155,2,0,0,1,a,0,14,99,26,T,12,1,100,324,20,0,4
1,957956325,1,0,0,1,L,0,11,99,44,T,11,1,70,11880,39,0,2
6,940360947,2,1,1,1,L,3,23,10,37,C,#,1,3,2389,29,0,2
1,507095719,2,1,0,1,L,0,23,99,32,C,#,1,50,87,19,0,2
1,340104430,1,2,0,1,L,0,14,99,36,T,11,1,140,240,28,0,4
1,944904862,1,0,1,1,L,5,1,3,49,D,#,1,100,324,43,0,3
1,979110383,1,0,1,1,a,3,4,10,27,H,12,1,100,324,24,0,2
21,951284114,1,1,0,1,L,10,42,3,30,Q,12,1,1,1000,22,0,3
1,979894804,2,0,0,1,L,2,**,5,16,C,12,1,20,9960,44,0,2
1,403847354,2,0,0,1,L,0,**,99,34,S,11,1,90,1080,26,0,3
8,509046769,2,0,1,1,L,3,21,10,56,C,#,1,100,324,48,0,2
8,603699845,2,0,0,1,L,0,27,99,36,K,#,1,90,56,18,0,4
8,601224029,2,1,0,1,L,0,26,99,40,K,#,1,110,7200,20,0,4
1,318582517,1,0,1,1,L,0,13,99,32,T,#,1,3,270,24,0,4
1,300577911,1,0,0,1,L,0,14,99,53,T,#,1,100,648,32,0,4
1,983341194,2,0,0,1,L,0,21,99,30,C,#,1,90,480,28,500,4
1,604382503,2,0,1,1,L,10,27,3,58,K,#,1,3,120,41,0,2
1,318003600,1,0,0,1,L,0,14,99,39,T,11,1,80,200,27,0,2
8,613110468,1,1,0,1,a,0,27,99,52,K,#,1,80,372,33,0,4
1,986832791,1,2,0,1,L,0,**,99,26,Q,12,1,80,14044,24,0,4
1,241409704,2,1,0,1,L,1,27,6,22,K,12,1,30,3670,22,0,2
99,905636242,1,0,0,1,L,0,40,99,68,Q,#,1,100,302,57,0,4
8,941595283,1,1,0,1,L,0,16,99,55,R,12,1,60,216,48,0,2
1,968796299,2,0,0,1,a,7,**,6,35,C,11,1,0,7500,29,0,2
1,326939751,1,0,0,1,L,0,**,99,30,T,#,1,100,3672,20,0,4
1,953060002,2,1,0,1,L,0,23,99,20,C,#,1,60,1500,46,0,2
1,200277119,1,1,0,1,a,2,6,11,52,H,#,1,40,5000,29,0,3
1,240115670,2,1,0,1,L,2,2,3,14,H,#,1,5,2473,45,500,2
1,243337572,1,1,0,1,L,0,**,99,65,Q,12,1,50,7980,65,500,1
17,309112224,1,0,0,1,a,3,13,7,25,T,#,1,40,3240,15,0,4
1,252736802,2,1,0,1,L,0,11,99,21,T,#,1,50,1220,20,500,2
1,949634475,1,0,1,1,L,4,40,9,46,Q,#,1,3,2900,40,0,2
1,941564627,1,0,0,1,a,0,8,99,28,T,12,1,100,1007,19,0,4
1,516341851,2,1,0,1,L,1,21,8,47,C,#,1,40,1467,46,0,2
1,804590634,2,0,0,1,L,0,**,99,62,N,11,1,50,48740,53,0,2
1,995770318,2,0,0,1,L,0,**,99,33,T,11,1,80,864,32,0,4
1,200726750,1,0,0,1,L,0,15,99,45,H,#,1,130,240,26,0,2
1,959931797,1,0,0,1,L,0,**,99,52,T,11,1,100,15000,47,0,4
1,256316183,1,1,0,1,L,0,**,99,24,Q,#,1,40,1407,24,500,2
1,243134309,2,0,0,1,L,0,23,99,30,C,#,1,90,980,30,500,4
1,613820467,2,0,0,1,0,0,**,99,33,K,#,1,80,1,55,0,2
1,995712006,2,0,0,1,L,0,**,99,56,D,12,1,100,1440,53,500,2
1,955593871,2,1,1,1,L,0,12,99,46,T,12,1,70,1630,40,0,2
1,254967749,1,0,0,1,a,0,12,99,21,T,#,1,20,1450,44,0,4
1,961109941,1,0,0,1,a,0,11,99,20,T,#,1,20,7060,13,0,2
8,955842996,2,1,0,1,L,0,13,99,25,T,12,1,50,380,20,0,2
1,327985408,2,0,0,1,L,0,13,99,52,T,#,1,100,492,44,0,4
1,317696814,2,1,0,1,L,0,12,99,41,T,12,1,60,1090,30,0,2
17,980225540,1,1,0,1,L,0,45,99,24,Q,12,1,80,10910,21,0,4
1,951580410,1,1,0,1,a,0,35,99,30,N,11,1,20,10188,22,0,2
1,975073722,2,1,0,1,L,0,**,99,46,Q,#,1,60,1500,43,0,2
1,258136381,1,0,0,1,L,0,35,99,61,Q,12,1,30,1,60,500,3
99,801349444,1,1,0,1,L,0,37,99,35,N,#,1,100,540,18,0,4
1,246817357,2,1,0,1,L,0,32,99,49,N,12,1,50,1560,49,0,2
1,252675567,1,0,0,#,9,4,**,8,23,T,11,1,50,216,23,500,4
1,506969587,1,0,0,1,a,5,23,4,40,C,#,1,100,324,23,0,2
99,301143359,1,1,0,1,L,0,12,99,42,T,#,1,110,2700,19,0,4
1,248410990,2,0,0,1,L,0,**,99,67,C,#,1,50,49080,67,0,2
1,240925514,1,1,1,1,L,7,11,3,24,T,12,1,0,5000,28,0,2
1,947642866,1,1,0,1,L,0,13,99,24,T,#,1,60,2028,18,0,2
1,965787757,2,0,0,1,L,0,25,99,27,K,11,1,100,302,23,0,2
99,901695659,1,0,0,1,L,0,40,99,63,Q,#,1,5,5000,46,0,2
1,607046597,2,0,0,1,L,1,11,5,44,K,#,1,30,7000,36,0,2
1,205086264,1,0,0,1,L,0,11,99,33,T,11,1,100,324,24,0,2
1,981232369,2,0,0,1,L,0,23,99,50,C,12,1,50,100,46,0,2
1,247817303,1,0,0,1,a,0,14,99,27,T,12,1,80,4270,27,0,4
99,305106549,1,0,0,1,L,0,13,99,48,T,#,1,100,1879,34,0,4
1,243562354,1,0,0,#,#,0,7,99,33,H,11,1,100,2000,33,500,4
1,514316389,2,1,0,1,L,0,22,99,40,C,#,1,100,6000,26,0,90
1,957523745,2,0,0,1,L,3,**,10,20,T,#,1,3,360,40,0,2
1,940351567,2,0,0,1,L,0,13,99,46,T,12,1,100,3600,36,0,4
10,943609349,2,0,0,1,L,0,28,99,39,K,11,1,120,302,39,0,4
1,241776370,1,0,0,#,9,0,14,99,27,T,11,1,100,324,24,500,2
1,993332120,2,0,0,1,L,1,38,3,41,S,12,1,100,960,40,0,2
1,969528784,2,0,0,1,L,0,**,99,24,K,11,1,70,324,20,0,3
1,972553648,1,0,0,1,a,0,12,99,26,T,11,1,70,240,57,0,2
1,200365530,1,0,0,1,a,0,7,99,65,H,#,1,100,108,43,0,4
1,613486532,1,0,0,1,a,0,28,99,39,K,#,1,100,216,22,0,4
10,507822746,1,1,0,1,L,0,23,99,27,C,#,1,150,99,15,0,4
1,982069449,1,0,0,1,L,0,22,99,18,C,#,1,20,2500,42,0,4
10,949364118,2,0,0,1,a,3,42,6,30,Q,#,1,30,3630,22,0,2
1,251977368,2,1,0,1,a,0,**,99,65,T,12,1,50,1998,64,0,4
10,970237045,2,0,0,1,L,0,1,99,36,D,11,1,100,540,33,0,4
8,989892528,2,0,0,1,L,0,22,99,55,T,11,1,70,1340,53,500,4
1,242118824,2,0,0,#,#,0,23,99,29,C,11,1,90,120,28,500,4
1,944569857,1,1,0,1,L,1,44,8,41,Q,#,1,40,7370,35,0,2
20,328546719,1,1,0,1,L,0,13,99,29,T,11,1,100,1058,22,0,4
10,958229153,2,0,0,1,L,0,27,99,81,K,#,1,100,1980,74,0,4
17,959928780,2,1,0,1,L,3,13,5,30,T,#,1,100,2163,23,0,2
1,243529700,1,1,0,1,L,0,**,99,21,T,11,1,50,140,20,0,2
1,253079034,2,0,0,1,a,0,16,99,24,T,12,1,100,120,22,0,4
1,960886723,2,1,0,1,L,0,34,99,53,N,#,1,60,564,48,0,3
17,256905960,2,0,0,1,a,0,12,99,25,T,12,1,30,1,25,0,2
1,988604555,2,1,0,1,a,0,4,99,21,H,12,1,50,1480,46,0,2
1,951576139,2,1,0,1,L,0,**,99,28,T,11,1,100,972,20,0,4
8,946114160,2,0,1,1,L,7,27,6,29,K,#,1,100,324,22,0,2
1,516125040,2,1,0,1,L,0,23,99,23,C,12,1,90,2678,14,0,4
1,804885153,2,1,0,1,L,0,34,99,33,N,#,1,70,1900,25,0,3
5,325658120,1,0,0,1,L,8,13,4,31,T,#,1,100,324,17,0,2
1,800151075,2,0,0,1,a,0,31,99,76,N,#,1,50,720,53,0,4
1,964888168,1,1,0,1,L,1,1,11,28,D,11,1,50,1582,24,0,3
8,987888846,1,0,0,1,L,0,14,99,46,T,11,1,110,2420,17,0,4
1,249269650,2,1,0,1,L,0,11,99,27,T,#,1,50,500,27,500,2
99,803278766,1,0,0,1,L,0,33,99,36,N,#,1,80,5000,20,0,2
1,987920951,2,1,0,1,L,0,**,99,69,R,12,1,90,2678,68,0,4
1,991346107,2,0,0,1,L,0,10,99,37,T,11,1,90,130,34,0,4
8,700061762,2,0,0,1,a,0,17,99,40,R,#,1,80,2957,18,0,2
11,306472369,2,1,0,1,a,0,13,99,31,T,#,1,120,390,18,0,4
1,982770275,2,0,0,1,L,0,7,99,44,H,12,1,50,1,41,0,2
1,942977909,1,1,0,1,L,0,23,99,26,C,#,1,80,740,19,0,4
1,248472329,2,1,0,1,a,0,35,99,28,N,12,1,60,22417,26,0,2
1,243526586,2,0,0,1,L,0,40,99,43,Q,11,1,80,360,42,500,4
8,300853964,1,1,0,1,L,0,13,99,42,T,#,1,80,26000,22,0,4
1,941241448,2,0,0,1,a,0,12,99,40,T,11,1,100,324,31,0,4
1,104282170,2,0,0,1,L,0,14,99,37,T,12,1,100,500,29,0,4
1,203444236,1,0,0,1,a,0,7,99,36,H,#,1,80,87100,18,0,2
1,604172346,1,0,0,1,L,0,26,99,49,K,#,1,100,840,29,0,4
1,255185663,2,1,0,1,a,0,**,99,29,K,11,1,50,34660,29,0,2
1,962447007,1,0,0,1,L,0,26,99,27,K,12,1,80,64,24,0,2
1,952908400,1,1,0,1,L,1,27,6,22,N,11,1,50,980,40,0,3
1,940269616,2,0,0,1,a,0,13,99,38,T,#,1,100,1100,28,0,4
1,941762268,1,1,0,1,L,0,14,99,29,T,11,1,100,2610,23,0,4
1,981620276,2,0,0,1,a,0,15,99,47,T,12,1,100,324,42,0,4
1,961419473,1,1,0,1,L,0,22,99,40,C,11,1,100,4238,36,0,4
1,953108626,1,1,0,1,a,0,**,99,20,T,#,1,20,360,42,0,2
1,940874949,1,0,0,1,L,0,40,99,51,Q,#,1,90,880,44,0,4
28,990492214,1,1,1,1,L,0,15,99,51,T,11,1,30,292,50,0,2
1,984625135,1,0,0,1,L,9,**,3,59,N,#,1,0,626,58,500,2
1,309119647,2,1,0,1,L,1,14,9,30,C,11,1,50,1200,22,0,2
1,306969368,2,0,0,1,L,0,11,99,21,T,#,1,70,980,40,0,2
20,307666678,1,0,0,1,L,3,11,10,35,T,#,1,0,1240,25,0,2
1,985384299,2,0,0,1,L,0,40,99,18,T,12,1,100,324,44,0,2
1,328894101,1,0,0,1,L,0,8,99,23,T,#,1,100,9800,15,0,2
1,601170055,1,1,0,1,L,9,25,3,51,K,#,1,3,240,31,0,2
1,204139232,1,0,1,1,L,3,4,10,37,H,#,1,3,660,24,0,2
1,505140827,2,0,0,1,L,0,24,99,66,C,#,1,50,120,49,0,4
1,966462101,2,0,0,1,a,2,20,6,46,T,11,1,0,240,40,0,2
20,607190983,2,0,1,1,L,0,27,99,34,K,#,1,90,79010,26,0,4
17,615103517,1,0,0,1,L,0,27,99,26,K,#,1,60,480,15,0,2
1,243133445,1,1,0,1,L,0,13,99,55,T,15,1,80,648,55,0,4
1,988844545,1,0,0,1,L,0,14,99,44,T,12,1,90,240,42,500,4
1,940454289,2,1,1,1,a,0,28,99,36,K,11,1,100,1000,27,0,2
17,204667489,2,0,0,1,a,0,4,99,25,H,#,1,60,3380,12,0,2
1,964550314,2,0,0,1,L,0,32,99,19,N,#,1,100,432,48,0,4
1,972861944,1,0,0,1,L,0,34,99,31,N,12,1,100,540,27,0,2
8,990889616,2,0,1,1,L,0,13,99,37,T,12,1,3,240,12,0,4
99,513902386,2,0,0,1,L,0,22,99,51,C,#,1,120,240,36,0,4
1,318936249,2,0,0,1,L,0,13,99,36,T,12,1,120,3680,26,0,4
99,307161372,2,0,0,1,L,0,13,99,32,T,#,1,120,1380,22,0,4
1,993840365,2,1,0,1,L,1,5,8,65,H,12,1,50,432,63,500,2
1,949447059,2,1,0,1,L,0,33,99,27,N,#,1,100,7,21,0,4
1,247326153,2,1,0,1,a,0,33,99,53,N,11,1,20,1210,53,0,2
1,987841009,2,1,0,1,L,0,**,99,62,T,11,1,50,75,60,0,4
1,248797454,2,0,0,1,a,0,**,99,49,K,12,1,40,250,49,0,2
1,200127389,1,0,0,1,L,0,7,99,44,H,#,1,110,240,24,0,4
1,943179604,1,1,1,1,L,4,**,9,26,K,11,1,50,980,20,0,2
99,304013594,1,0,0,1,L,0,8,99,32,T,#,1,100,324,16,0,4
6,954993505,2,0,0,1,L,0,23,99,78,C,#,1,50,1,72,0,2
1,968915923,1,0,0,1,L,1,**,8,39,Q,12,1,100,324,35,0,1
1,607134195,1,0,0,1,L,0,28,99,42,K,11,1,110,20560,34,0,4
1,947246918,1,1,0,1,L,0,34,99,26,N,12,1,100,1790,20,0,4
1,318371150,1,0,1,1,L,0,11,99,21,T,#,1,0,340,38,0,2
99,800850514,1,1,0,1,L,0,34,99,39,N,#,1,160,4930,21,0,4
1,951687468,2,0,0,1,L,1,37,7,27,N,11,1,40,240,21,0,2
1,995338831,1,0,0,1,L,2,13,4,26,T,12,1,10,981,26,0,2
1,958922297,2,0,0,1,a,0,24,99,39,C,11,1,100,324,32,0,2
1,958274400,1,1,0,1,a,0,19,99,34,T,11,1,100,3239,26,0,4
1,993863786,2,1,0,1,L,0,**,99,37,R,11,1,60,9660,34,0,2
1,961690285,1,0,1,1,a,8,12,3,19,T,11,1,10,1460,49,0,2
1,250704068,1,0,0,1,L,0,**,99,12,K,#,1,3,120,42,0,1
1,988941823,1,0,0,1,L,0,9,99,22,T,11,1,100,324,48,0,4
1,258727608,2,0,0,#,9,0,**,99,50,K,#,1,30,1,50,500,2
1,956246126,1,0,0,1,M,0,5,99,48,H,#,1,130,972,43,0,4
1,901089765,2,1,0,1,L,0,27,99,46,Q,#,1,110,4780,27,0,4
1,952580789,2,0,0,1,L,0,**,99,46,C,11,1,100,648,40,0,4
1,606282090,2,1,0,1,L,0,25,99,30,K,#,1,90,324,20,0,4
1,104256309,2,0,0,1,L,0,1,99,75,D,#,1,100,150,67,0,2
1,249057703,1,0,0,#,#,0,**,99,22,T,#,1,40,40000,22,500,4
1,340549434,2,0,0,1,L,0,14,99,31,T,#,1,100,5400,25,0,4
17,963050263,2,0,0,1,a,4,13,3,24,T,12,1,0,6000,17,0,2
1,251223514,1,1,0,1,a,0,23,99,15,C,#,1,20,2678,46,0,2
1,313843276,1,0,0,1,L,0,24,99,43,T,#,1,100,324,25,0,2
1,959518419,2,1,0,1,L,0,23,99,30,C,11,1,110,226,26,0,4
1,906344736,1,0,0,1,L,1,40,9,25,Q,11,1,100,594,15,0,2
1,507900561,1,0,0,1,a,0,23,99,39,C,#,1,100,648,25,0,4
1,979123992,2,1,0,1,L,0,27,99,25,K,12,1,100,1080,22,0,4
1,965277394,2,0,0,1,L,0,**,99,54,C,11,1,130,341,50,0,4
1,317634744,1,0,0,1,0,0,13,99,41,T,11,1,100,432,31,0,4
1,942382474,2,1,0,1,L,0,27,99,18,K,#,1,60,2678,42,0,2
1,993566558,1,0,0,1,L,0,14,99,34,T,12,1,80,500,33,0,4
1,964682569,2,1,0,1,L,0,37,99,34,S,11,1,130,800,30,0,4
8,992730781,1,0,0,1,L,0,44,99,30,Q,12,1,40,2160,29,0,4
1,204513506,2,2,0,1,L,0,4,99,33,H,#,1,90,3503,20,0,4
